gene_name,pair,source,flank_hit_class
Ccnd3_Limb_Any,chr17:47558829-47560554_chr17:47571767-47575468,enhancer_hit,single
Ccnd3_Limb_E11.5,chr17:47510446-47514362_chr17:47516926-47524694,enhancer_hit,single
Ccr1_Forebrain_Any,chr9:120581842-120583424_chr9:121418840-121428466,enhancer_hit,double
Ccr1_Heart_Any,chr9:120581842-120583424_chr9:121418840-121428466,enhancer_hit,double
Ccr1_Heart_Any,chr9:120581842-120583424_chr9:123926522-123933314,enhancer_hit,single
Ccr1_Heart_Any,chr9:121418840-121428466_chr9:123926522-123933314,enhancer_hit,single
Ccr1_Heart_E11.5,chr9:120581842-120583424_chr9:121418840-121428466,enhancer_hit,double
Ccr1_Heart_E11.5,chr9:120581842-120583424_chr9:123926522-123933314,enhancer_hit,single
Ccr1_Heart_E11.5,chr9:121418840-121428466_chr9:123926522-123933314,enhancer_hit,single
Ccrl2_Forebrain_Any,chr9:110664386-110674223_chr9:110992111-110995572,enhancer_hit,single
Ccrl2_Heart_Any,chr9:110664386-110674223_chr9:110702236-110704003,enhancer_hit,
Ccrl2_Heart_Any,chr9:110664386-110674223_chr9:110992111-110995572,enhancer_hit,single
Ccrl2_Heart_Any,chr9:110702236-110704003_chr9:110992111-110995572,enhancer_hit,single
Ccrl2_Heart_E11.5,chr9:110664386-110674223_chr9:110992111-110995572,enhancer_hit,single
Cd109_Heart_Any,chr9:78618045-78619669_chr9:79637770-79638951,enhancer_hit,
Cd24a_Limb_Any,chr10:43618411-43620696_chr10:43623548-43626833,enhancer_hit,
Cd24a_Limb_Any,chr10:43623548-43626833_chr10:43634054-43635471,enhancer_hit,single
Cd24a_Limb_E11.5,chr10:43618411-43620696_chr10:43623548-43626833,enhancer_hit,
Cd24a_Limb_E11.5,chr10:43623548-43626833_chr10:43634054-43635471,enhancer_hit,single
Cd276_Heart_Any,chr9:58326026-58328106_chr9:58805631-58808780,enhancer_hit,single
Cd276_Heart_E11.5,chr9:58326026-58328106_chr9:58805631-58808780,enhancer_hit,single
Cd44_Heart_Any,chr2:101761863-101764045_chr2:102865877-102869047,enhancer_hit,single
Cd44_Heart_Any,chr2:101761863-101764045_chr2:102881291-102883745,enhancer_hit,
Cd44_Limb_Any,chr2:101761863-101764045_chr2:102881291-102883745,enhancer_hit,
Cd52_Heart_Any,chr4:134155792-134159509_chr4:134917524-134921051,enhancer_hit,single
Cd9_Forebrain_Any,chr6:125475191-125478862_chr6:125484443-125491929,enhancer_hit,
Cd9_Heart_Any,chr6:125475191-125478862_chr6:125484443-125491929,enhancer_hit,
Cd9_Heart_E11.5,chr6:125475191-125478862_chr6:125484443-125491929,enhancer_hit,
Cd9_Limb_Any,chr6:125475191-125478862_chr6:125484443-125491929,enhancer_hit,
Cdc14b_Heart_Any,chr13:64186446-64187965_chr13:64234498-64238773,enhancer_hit,single
Cdc42se2_Forebrain_Any,chr11:54753532-54757083_chr11:54810632-54814205,enhancer_hit,single
Cdc42se2_Forebrain_E11.5,chr11:54753532-54757083_chr11:54810632-54814205,enhancer_hit,single
Cdh13_Forebrain_Any,chr8:118286232-118292116_chr8:118376501-118381330,enhancer_hit,single
Cdh13_Forebrain_Any,chr8:118376501-118381330_chr8:118517977-118519625,enhancer_hit,single
Cdh13_Heart_Any,chr8:118286232-118292116_chr8:118376501-118381330,enhancer_hit,single
Cdh13_Heart_Any,chr8:118376501-118381330_chr8:118517977-118519625,enhancer_hit,single
Cdh13_Heart_E11.5,chr8:118286232-118292116_chr8:118376501-118381330,enhancer_hit,single
Cdh15_Limb_Any,chr8:121394377-121399038_chr8:121491134-121493188,enhancer_hit,single
Cdh2_Forebrain_Any,chr18:16703008-16704494_chr18:16707479-16719872,enhancer_hit,single
Cdh2_Forebrain_E11.5,chr18:16703008-16704494_chr18:16707479-16719872,enhancer_hit,single
Cdh2_Heart_Any,chr18:16634145-16635145_chr18:16707479-16719872,enhancer_hit,single
Cdh2_Heart_Any,chr18:16703008-16704494_chr18:16707479-16719872,enhancer_hit,single
Cdh2_Heart_Any,chr18:16707479-16719872_chr18:16752527-16754477,enhancer_hit,
Cdh2_Heart_E11.5,chr18:16707479-16719872_chr18:16752527-16754477,enhancer_hit,
Cdh3_Heart_Any,chr8:106397469-106400981_chr8:106515863-106523167,enhancer_hit,single
Cdh3_Heart_Any,chr8:106515863-106523167_chr8:106525609-106529367,enhancer_hit,single
Cdh3_Heart_Any,chr8:106515863-106523167_chr8:106532355-106533638,enhancer_hit,single
Cdh3_Heart_E11.5,chr8:106397469-106400981_chr8:106515863-106523167,enhancer_hit,single
Cdh3_Heart_E11.5,chr8:106515863-106523167_chr8:106525609-106529367,enhancer_hit,single
Cdh3_Heart_E11.5,chr8:106515863-106523167_chr8:106532355-106533638,enhancer_hit,single
Cdh3_Limb_Any,chr8:106397469-106400981_chr8:106515863-106523167,enhancer_hit,single
Cdk14_Forebrain_Any,chr5:4483831-4487060_chr5:4962056-4963871,enhancer_hit,
Cdk18_Heart_Any,chr1:132095173-132096759_chr1:132123040-132128824,enhancer_hit,single
Cdk18_Heart_Any,chr1:132095173-132096759_chr1:132132628-132134532,enhancer_hit,single
Cdk18_Heart_Any,chr1:132123040-132128824_chr1:132132628-132134532,enhancer_hit,single
Cdk18_Heart_Any,chr1:132123040-132128824_chr1:132149604-132153020,enhancer_hit,single
Cdk18_Heart_Any,chr1:132132628-132134532_chr1:132149604-132153020,enhancer_hit,single
Cdk18_Heart_E11.5,chr1:132095173-132096759_chr1:132132628-132134532,enhancer_hit,single
Cdk5r1_Forebrain_Any,chr11:80471899-80474522_chr11:80515386-80520542,enhancer_hit,single
Cdk5r1_Forebrain_Any,chr11:80471899-80474522_chr11:80620106-80624482,enhancer_hit,
Cdk5r1_Forebrain_Any,chr11:80471899-80474522_chr11:81485830-81486830,enhancer_hit,single
Cdk5r1_Forebrain_Any,chr11:80502657-80506369_chr11:80515386-80520542,enhancer_hit,single
Cdk5r1_Forebrain_Any,chr11:80502657-80506369_chr11:80575846-80580345,enhancer_hit,single
Cdk5r1_Forebrain_Any,chr11:80502657-80506369_chr11:80601298-80604178,enhancer_hit,single
Cdk5r1_Forebrain_Any,chr11:80502657-80506369_chr11:80620106-80624482,enhancer_hit,single
Cdk5r1_Forebrain_Any,chr11:80515386-80520542_chr11:80549213-80552798,enhancer_hit,single
Cdk5r1_Forebrain_Any,chr11:80515386-80520542_chr11:80601298-80604178,enhancer_hit,single
Cdk5r1_Forebrain_Any,chr11:80515386-80520542_chr11:80620106-80624482,enhancer_hit,single
Cdk5r1_Forebrain_Any,chr11:80515386-80520542_chr11:81485830-81486830,enhancer_hit,single
Cdk5r1_Forebrain_Any,chr11:80549213-80552798_chr11:80620106-80624482,enhancer_hit,single
Cdk5r1_Forebrain_Any,chr11:80575846-80580345_chr11:80601298-80604178,enhancer_hit,
Cdk5r1_Forebrain_Any,chr11:80575846-80580345_chr11:80620106-80624482,enhancer_hit,
Cdk5r1_Forebrain_Any,chr11:80601298-80604178_chr11:80620106-80624482,enhancer_hit,single
Cdk5r1_Forebrain_Any,chr11:80620106-80624482_chr11:81485830-81486830,enhancer_hit,single
Cdk5r1_Forebrain_E11.5,chr11:80502657-80506369_chr11:80515386-80520542,enhancer_hit,single
Cdk5r1_Forebrain_E11.5,chr11:80502657-80506369_chr11:80575846-80580345,enhancer_hit,single
Cdk5r1_Forebrain_E11.5,chr11:80502657-80506369_chr11:80601298-80604178,enhancer_hit,single
Cdk5r1_Forebrain_E11.5,chr11:80502657-80506369_chr11:80620106-80624482,enhancer_hit,single
Cdk5r1_Forebrain_E11.5,chr11:80515386-80520542_chr11:80601298-80604178,enhancer_hit,single
Cdk5r1_Forebrain_E11.5,chr11:80515386-80520542_chr11:80620106-80624482,enhancer_hit,single
Cdk5r1_Forebrain_E11.5,chr11:80575846-80580345_chr11:80601298-80604178,enhancer_hit,
Cdk5r1_Forebrain_E11.5,chr11:80575846-80580345_chr11:80620106-80624482,enhancer_hit,
Cdk5r1_Forebrain_E11.5,chr11:80601298-80604178_chr11:80620106-80624482,enhancer_hit,single
Cdk6_Heart_Any,chr5:3368735-3369735_chr5:3490494-3492427,enhancer_hit,single
Cdkal1_Heart_Any,chr13:25178214-25179709_chr13:28534243-28535324,enhancer_hit,single
Cdkal1_Heart_E11.5,chr13:25178214-25179709_chr13:28534243-28535324,enhancer_hit,single
Cdkl5_Forebrain_Any,chrX:160592683-160593683_chrX:160596104-160606148,enhancer_hit,
Cdkl5_Heart_Any,chrX:160592683-160593683_chrX:160596104-160606148,enhancer_hit,
Cdon_Forebrain_Any,chr9:35316351-35319585_chr9:35399692-35406907,enhancer_hit,
Cdon_Forebrain_Any,chr9:35316351-35319585_chr9:35506858-35509556,enhancer_hit,
Cdon_Forebrain_Any,chr9:35316351-35319585_chr9:35520769-35525138,enhancer_hit,single
Cdon_Forebrain_Any,chr9:35338035-35343908_chr9:35506858-35509556,enhancer_hit,
Cdon_Forebrain_Any,chr9:35338035-35343908_chr9:35520769-35525138,enhancer_hit,single
Cdon_Forebrain_Any,chr9:35359262-35364823_chr9:35399692-35406907,enhancer_hit,
Cdon_Forebrain_Any,chr9:35399692-35406907_chr9:35506858-35509556,enhancer_hit,
Cdon_Forebrain_Any,chr9:35399692-35406907_chr9:35520769-35525138,enhancer_hit,
Cdon_Forebrain_Any,chr9:35481796-35482860_chr9:35506858-35509556,enhancer_hit,
Cdon_Forebrain_Any,chr9:35506858-35509556_chr9:35520769-35525138,enhancer_hit,
Cdon_Forebrain_E11.5,chr9:35359262-35364823_chr9:35399692-35406907,enhancer_hit,
Cdon_Heart_Any,chr9:35338035-35343908_chr9:35506858-35509556,enhancer_hit,
Cdon_Heart_Any,chr9:35338035-35343908_chr9:35520769-35525138,enhancer_hit,single
Cdon_Heart_Any,chr9:35359262-35364823_chr9:35399692-35406907,enhancer_hit,
Cdon_Heart_Any,chr9:35399692-35406907_chr9:35506858-35509556,enhancer_hit,
Cdon_Heart_Any,chr9:35399692-35406907_chr9:35520769-35525138,enhancer_hit,
Cdon_Heart_Any,chr9:35506858-35509556_chr9:35520769-35525138,enhancer_hit,
Cdon_Heart_E11.5,chr9:35338035-35343908_chr9:35506858-35509556,enhancer_hit,
Cdon_Limb_Any,chr9:35316351-35319585_chr9:35399692-35406907,enhancer_hit,
Cdon_Limb_Any,chr9:35316351-35319585_chr9:35506858-35509556,enhancer_hit,
Cdon_Limb_Any,chr9:35316351-35319585_chr9:35520769-35525138,enhancer_hit,single
Cdon_Limb_Any,chr9:35338035-35343908_chr9:35506858-35509556,enhancer_hit,
Cdon_Limb_Any,chr9:35338035-35343908_chr9:35520769-35525138,enhancer_hit,single
Cdon_Limb_Any,chr9:35359262-35364823_chr9:35399692-35406907,enhancer_hit,
Cdon_Limb_Any,chr9:35399692-35406907_chr9:35506858-35509556,enhancer_hit,
Cdon_Limb_Any,chr9:35399692-35406907_chr9:35520769-35525138,enhancer_hit,
Cdon_Limb_Any,chr9:35506858-35509556_chr9:35520769-35525138,enhancer_hit,
Cdon_Limb_E11.5,chr9:35316351-35319585_chr9:35399692-35406907,enhancer_hit,
Cdon_Limb_E11.5,chr9:35316351-35319585_chr9:35506858-35509556,enhancer_hit,
Cdon_Limb_E11.5,chr9:35316351-35319585_chr9:35520769-35525138,enhancer_hit,single
Cdon_Limb_E11.5,chr9:35338035-35343908_chr9:35506858-35509556,enhancer_hit,
Cdon_Limb_E11.5,chr9:35338035-35343908_chr9:35520769-35525138,enhancer_hit,single
Cdon_Limb_E11.5,chr9:35359262-35364823_chr9:35399692-35406907,enhancer_hit,
Cdon_Limb_E11.5,chr9:35399692-35406907_chr9:35506858-35509556,enhancer_hit,
Cdon_Limb_E11.5,chr9:35399692-35406907_chr9:35520769-35525138,enhancer_hit,
Cdon_Limb_E11.5,chr9:35506858-35509556_chr9:35520769-35525138,enhancer_hit,
Ceacam15_Heart_Any,chr7:16155137-16157120_chr7:16437238-16438238,enhancer_hit,single
Cebpd_Heart_Any,chr16:15889785-15891480_chr16:15946731-15950251,enhancer_hit,single
Cebpd_Heart_Any,chr16:15946731-15950251_chr16:15954742-15960101,enhancer_hit,single
Cecr2_Heart_Any,chr6:120516267-120517775_chr6:120603363-120607805,enhancer_hit,single
Celf1_Forebrain_Any,chr2:90868736-90872385_chr2:91065708-91067579,enhancer_hit,single
Celf1_Heart_Any,chr2:90868736-90872385_chr2:90892323-90896079,enhancer_hit,single
Celf1_Heart_Any,chr2:90868736-90872385_chr2:91065708-91067579,enhancer_hit,single
Celf1_Heart_E11.5,chr2:90868736-90872385_chr2:90892323-90896079,enhancer_hit,single
Celf2_Forebrain_Any,chr2:6593270-6596017_chr2:6865411-6881769,enhancer_hit,
Celf2_Forebrain_Any,chr2:6593270-6596017_chr2:7061839-7064359,enhancer_hit,
Celf2_Forebrain_Any,chr2:6865411-6881769_chr2:6911094-6912943,enhancer_hit,
Celf2_Forebrain_Any,chr2:6865411-6881769_chr2:7086115-7094048,enhancer_hit,single
Celf2_Forebrain_Any,chr2:6911094-6912943_chr2:7086115-7094048,enhancer_hit,
Celf2_Forebrain_E11.5,chr2:6593270-6596017_chr2:6865411-6881769,enhancer_hit,
Celf2_Forebrain_E11.5,chr2:6865411-6881769_chr2:7086115-7094048,enhancer_hit,single
Celf2_Heart_Any,chr2:6865411-6881769_chr2:7086115-7094048,enhancer_hit,single
Celf2_Heart_Any,chr2:7061839-7064359_chr2:7526383-7527390,enhancer_hit,
Celf2_Heart_E11.5,chr2:6865411-6881769_chr2:7086115-7094048,enhancer_hit,single
Celf2_Limb_Any,chr2:6865411-6881769_chr2:7086115-7094048,enhancer_hit,single
Celsr1_Forebrain_Any,chr15:85199986-85202500_chr15:85537531-85540404,enhancer_hit,
Celsr1_Forebrain_Any,chr15:85199986-85202500_chr15:85947022-85950300,enhancer_hit,single
Celsr1_Forebrain_Any,chr15:85199986-85202500_chr15:85967421-85971989,enhancer_hit,single
Celsr1_Forebrain_Any,chr15:85537531-85540404_chr15:85947022-85950300,enhancer_hit,single
Celsr1_Forebrain_Any,chr15:85537531-85540404_chr15:85967421-85971989,enhancer_hit,
Celsr1_Forebrain_Any,chr15:85947022-85950300_chr15:85967421-85971989,enhancer_hit,
Celsr1_Heart_Any,chr15:85947022-85950300_chr15:85967421-85971989,enhancer_hit,
Celsr2_Forebrain_Any,chr3:108404944-108407385_chr3:108408510-108413052,enhancer_hit,
Celsr2_Forebrain_E11.5,chr3:108404944-108407385_chr3:108408510-108413052,enhancer_hit,
Cenpm_Forebrain_Any,chr15:82183010-82187589_chr15:83008696-83012076,enhancer_hit,single
Cenpm_Heart_Any,chr15:82183010-82187589_chr15:83008696-83012076,enhancer_hit,single
Cep41_Limb_Any,chr6:30544081-30555051_chr6:30603265-30605703,enhancer_hit,
Cep41_Limb_Any,chr6:30591538-30593679_chr6:30603265-30605703,enhancer_hit,
Cep41_Limb_E11.5,chr6:30544081-30555051_chr6:30603265-30605703,enhancer_hit,
Cep41_Limb_E11.5,chr6:30591538-30593679_chr6:30603265-30605703,enhancer_hit,
Cep85_Heart_Any,chr4:133979623-133981854_chr4:134611639-134613166,enhancer_hit,single
Cep85_Heart_E11.5,chr4:133979623-133981854_chr4:134611639-134613166,enhancer_hit,single
Cers2_Forebrain_Any,chr3:95649404-95654664_chr3:95661356-95678201,enhancer_hit,single
Cers2_Heart_Any,chr3:95317627-95320038_chr3:95649404-95654664,enhancer_hit,single
Cers2_Heart_Any,chr3:95317627-95320038_chr3:95661356-95678201,enhancer_hit,single
Cers2_Heart_Any,chr3:95649404-95654664_chr3:95661356-95678201,enhancer_hit,single
Cers2_Heart_E11.5,chr3:95317627-95320038_chr3:95649404-95654664,enhancer_hit,single
Cers2_Heart_E11.5,chr3:95317627-95320038_chr3:95661356-95678201,enhancer_hit,single
Cers2_Heart_E11.5,chr3:95649404-95654664_chr3:95661356-95678201,enhancer_hit,single
Cers2_Limb_Any,chr3:95649404-95654664_chr3:95661356-95678201,enhancer_hit,single
Cers5_Limb_Any,chr15:100142670-100144925_chr15:100166203-100169950,enhancer_hit,single
Chchd6_Forebrain_Any,chr6:88964834-88966949_chr6:89006448-89015107,enhancer_hit,single
Chchd6_Forebrain_E11.5,chr6:88964834-88966949_chr6:89006448-89015107,enhancer_hit,single
Chd7_Heart_Any,chr4:8702569-8710701_chr4:8722078-8726960,enhancer_hit,single
Chd7_Heart_E11.5,chr4:8702569-8710701_chr4:8722078-8726960,enhancer_hit,single
Chd9_Limb_Any,chr8:90858977-90860051_chr8:90860886-90863330,enhancer_hit,single
Chd9_Limb_E11.5,chr8:90858977-90860051_chr8:90860886-90863330,enhancer_hit,single
Chst10_Forebrain_Any,chr1:38246748-38249665_chr1:38488203-38489788,enhancer_hit,single
Chst14_Forebrain_Any,chr2:118157929-118163600_chr2:118531598-118534650,enhancer_hit,
Chst14_Forebrain_Any,chr2:118157929-118163600_chr2:118538742-118545059,enhancer_hit,
Chst14_Forebrain_Any,chr2:118518648-118523884_chr2:118538742-118545059,enhancer_hit,single
Chst14_Forebrain_E11.5,chr2:118157929-118163600_chr2:118531598-118534650,enhancer_hit,
Chst14_Heart_Any,chr2:118518648-118523884_chr2:118535863-118537306,enhancer_hit,
Chst14_Heart_Any,chr2:118518648-118523884_chr2:118538742-118545059,enhancer_hit,
Chst14_Heart_Any,chr2:118535863-118537306_chr2:118538742-118545059,enhancer_hit,
Chst14_Heart_E11.5,chr2:118518648-118523884_chr2:118535863-118537306,enhancer_hit,
Chst14_Heart_E11.5,chr2:118518648-118523884_chr2:118538742-118545059,enhancer_hit,
Chst14_Heart_E11.5,chr2:118535863-118537306_chr2:118538742-118545059,enhancer_hit,
Chst14_Limb_Any,chr2:118157929-118163600_chr2:118531598-118534650,enhancer_hit,
Chst14_Limb_Any,chr2:118157929-118163600_chr2:118538742-118545059,enhancer_hit,
Chst14_Limb_Any,chr2:118518648-118523884_chr2:118538742-118545059,enhancer_hit,single
Chst14_Limb_E11.5,chr2:118518648-118523884_chr2:118538742-118545059,enhancer_hit,single
Cinp_Forebrain_Any,chr12:111513601-111519767_chr12:113027593-113035873,enhancer_hit,single
Cinp_Forebrain_Any,chr12:111513601-111519767_chr12:113040683-113044179,enhancer_hit,single
Cinp_Forebrain_Any,chr12:113027593-113035873_chr12:113040683-113044179,enhancer_hit,single
Cinp_Heart_Any,chr12:111513601-111519767_chr12:113027593-113035873,enhancer_hit,single
Cinp_Limb_Any,chr12:113027593-113035873_chr12:113040683-113044179,enhancer_hit,single
Cited4_Heart_Any,chr4:120609205-120613339_chr4:120629138-120633373,enhancer_hit,single
Cited4_Heart_Any,chr4:120609205-120613339_chr4:120669071-120671757,enhancer_hit,single
Cited4_Heart_E11.5,chr4:120609205-120613339_chr4:120629138-120633373,enhancer_hit,single
Cited4_Heart_E11.5,chr4:120609205-120613339_chr4:120669071-120671757,enhancer_hit,single
Clasp1_Heart_Any,chr1:119390539-119392026_chr1:119396083-119397629,enhancer_hit,
Clcnkb_Forebrain_Any,chr4:141500281-141502031_chr4:141640737-141644765,enhancer_hit,single
Clcnkb_Heart_Any,chr4:141500281-141502031_chr4:141640737-141644765,enhancer_hit,single
Clcnkb_Limb_Any,chr4:141500281-141502031_chr4:141640737-141644765,enhancer_hit,single
Cldn4_Heart_Any,chr5:134778436-134780354_chr5:134864450-134869019,enhancer_hit,single
Cldn4_Limb_Any,chr5:134444009-134446073_chr5:134894526-134896328,enhancer_hit,single
Clec14a_Heart_Any,chr12:58323286-58325007_chr12:58537709-58538985,enhancer_hit,
Clic4_Heart_Any,chr4:134153825-134154825_chr4:134883065-134885385,enhancer_hit,single
Clic4_Heart_Any,chr4:134153825-134154825_chr4:135266225-135270314,enhancer_hit,single
Clic4_Heart_Any,chr4:134298717-134302970_chr4:134936707-134939050,enhancer_hit,single
Clic4_Heart_Any,chr4:134298717-134302970_chr4:135263627-135264627,enhancer_hit,single
Clic4_Heart_Any,chr4:134298717-134302970_chr4:135266225-135270314,enhancer_hit,single
Clic4_Heart_Any,chr4:134883065-134885385_chr4:135266225-135270314,enhancer_hit,double
Clic4_Heart_Any,chr4:134936707-134939050_chr4:135263627-135264627,enhancer_hit,single
Clic4_Heart_Any,chr4:134936707-134939050_chr4:135266225-135270314,enhancer_hit,single
Clic4_Heart_E11.5,chr4:134298717-134302970_chr4:134936707-134939050,enhancer_hit,single
Clic4_Heart_E11.5,chr4:134298717-134302970_chr4:135266225-135270314,enhancer_hit,single
Clic4_Heart_E11.5,chr4:134936707-134939050_chr4:135266225-135270314,enhancer_hit,single
Clic5_Heart_Any,chr17:43743226-43746000_chr17:44211273-44218296,enhancer_hit,
Clic5_Heart_Any,chr17:44227225-44231916_chr17:45019645-45021031,enhancer_hit,
Clint1_Limb_Any,chr11:45799127-45801329_chr11:45835037-45840153,enhancer_hit,single
Cluh_Heart_Any,chr11:74720256-74721256_chr11:75209155-75216496,enhancer_hit,single
Cluh_Heart_Any,chr11:74720256-74721256_chr11:75239975-75241652,enhancer_hit,single
Cluh_Heart_Any,chr11:75209155-75216496_chr11:75239975-75241652,enhancer_hit,single
Cluh_Heart_E11.5,chr11:75209155-75216496_chr11:75239975-75241652,enhancer_hit,single
Cngb1_Heart_Any,chr8:95209220-95210439_chr8:95213946-95214946,enhancer_hit,single
Cngb1_Heart_Any,chr8:95209220-95210439_chr8:95226233-95227445,enhancer_hit,single
Cngb1_Heart_Any,chr8:95213946-95214946_chr8:95226233-95227445,enhancer_hit,single
Cntn2_Forebrain_Any,chr1:132658724-132661509_chr1:132687582-132690560,enhancer_hit,single
Col15a1_Heart_Any,chr4:47136234-47137865_chr4:47138462-47140068,enhancer_hit,single
Col18a1_Heart_Any,chr10:76351885-76352885_chr10:77228805-77233764,enhancer_hit,single
Col18a1_Heart_Any,chr10:76351885-76352885_chr10:77468048-77469973,enhancer_hit,
Col18a1_Heart_Any,chr10:76415631-76418171_chr10:76583902-76587628,enhancer_hit,
Col18a1_Heart_Any,chr10:76415631-76418171_chr10:77157730-77162495,enhancer_hit,single
Col18a1_Heart_Any,chr10:76415631-76418171_chr10:77228805-77233764,enhancer_hit,
Col18a1_Heart_Any,chr10:76415631-76418171_chr10:77468048-77469973,enhancer_hit,
Col18a1_Heart_Any,chr10:76583902-76587628_chr10:77157730-77162495,enhancer_hit,
Col18a1_Heart_Any,chr10:76583902-76587628_chr10:77228805-77233764,enhancer_hit,single
Col18a1_Heart_Any,chr10:76583902-76587628_chr10:77468048-77469973,enhancer_hit,
Col18a1_Heart_Any,chr10:77157730-77162495_chr10:77228805-77233764,enhancer_hit,
Col18a1_Heart_Any,chr10:77157730-77162495_chr10:77468048-77469973,enhancer_hit,
Col18a1_Heart_Any,chr10:77228805-77233764_chr10:77468048-77469973,enhancer_hit,
Col18a1_Heart_E11.5,chr10:76415631-76418171_chr10:76583902-76587628,enhancer_hit,
Col18a1_Heart_E11.5,chr10:76415631-76418171_chr10:77157730-77162495,enhancer_hit,single
Col18a1_Heart_E11.5,chr10:76415631-76418171_chr10:77228805-77233764,enhancer_hit,
Col18a1_Heart_E11.5,chr10:76583902-76587628_chr10:77157730-77162495,enhancer_hit,
Col18a1_Heart_E11.5,chr10:76583902-76587628_chr10:77228805-77233764,enhancer_hit,single
Col18a1_Heart_E11.5,chr10:77157730-77162495_chr10:77228805-77233764,enhancer_hit,
Col1a1_Heart_Any,chr11:94871942-94875493_chr11:94926199-94930942,enhancer_hit,single
Col1a1_Heart_Any,chr11:94871942-94875493_chr11:94931962-94933723,enhancer_hit,single
Col1a1_Heart_Any,chr11:94871942-94875493_chr11:94938723-94952680,enhancer_hit,
Col1a1_Heart_Any,chr11:94871942-94875493_chr11:95085273-95089842,enhancer_hit,single
Col1a1_Heart_Any,chr11:94871942-94875493_chr11:97261483-97262483,enhancer_hit,single
Col1a1_Heart_Any,chr11:94926199-94930942_chr11:94931962-94933723,enhancer_hit,single
Col1a1_Heart_Any,chr11:94926199-94930942_chr11:94938723-94952680,enhancer_hit,
Col1a1_Heart_Any,chr11:94926199-94930942_chr11:95085273-95089842,enhancer_hit,double
Col1a1_Heart_Any,chr11:94926199-94930942_chr11:95096357-95099221,enhancer_hit,single
Col1a1_Heart_Any,chr11:94926199-94930942_chr11:97261483-97262483,enhancer_hit,single
Col1a1_Heart_Any,chr11:94931962-94933723_chr11:94938723-94952680,enhancer_hit,
Col1a1_Heart_Any,chr11:94931962-94933723_chr11:95085273-95089842,enhancer_hit,single
Col1a1_Heart_Any,chr11:94931962-94933723_chr11:96017611-96018611,enhancer_hit,single
Col1a1_Heart_Any,chr11:94931962-94933723_chr11:97261483-97262483,enhancer_hit,single
Col1a1_Heart_Any,chr11:94938723-94952680_chr11:95085273-95089842,enhancer_hit,
Col1a1_Heart_Any,chr11:94938723-94952680_chr11:97261483-97262483,enhancer_hit,
Col1a1_Heart_Any,chr11:95085273-95089842_chr11:97261483-97262483,enhancer_hit,single
Col1a1_Heart_Any,chr11:95096357-95099221_chr11:97261483-97262483,enhancer_hit,double
Col1a1_Heart_Any,chr11:96017611-96018611_chr11:97261483-97262483,enhancer_hit,single
Col1a1_Heart_E11.5,chr11:94871942-94875493_chr11:94926199-94930942,enhancer_hit,single
Col1a1_Heart_E11.5,chr11:94871942-94875493_chr11:94931962-94933723,enhancer_hit,single
Col1a1_Heart_E11.5,chr11:94926199-94930942_chr11:94931962-94933723,enhancer_hit,single
Col1a1_Heart_E11.5,chr11:94931962-94933723_chr11:96017611-96018611,enhancer_hit,single
Col1a1_Limb_Any,chr11:94871942-94875493_chr11:94895757-94898200,enhancer_hit,single
Col1a1_Limb_Any,chr11:94871942-94875493_chr11:94926199-94930942,enhancer_hit,single
Col1a1_Limb_Any,chr11:94871942-94875493_chr11:94931962-94933723,enhancer_hit,single
Col1a1_Limb_Any,chr11:94871942-94875493_chr11:94938723-94952680,enhancer_hit,
Col1a1_Limb_Any,chr11:94895757-94898200_chr11:94926199-94930942,enhancer_hit,single
Col1a1_Limb_Any,chr11:94895757-94898200_chr11:94931962-94933723,enhancer_hit,single
Col1a1_Limb_Any,chr11:94895757-94898200_chr11:94938723-94952680,enhancer_hit,
Col1a1_Limb_Any,chr11:94926199-94930942_chr11:94931962-94933723,enhancer_hit,single
Col1a1_Limb_Any,chr11:94926199-94930942_chr11:94938723-94952680,enhancer_hit,
Col1a1_Limb_Any,chr11:94931962-94933723_chr11:94938723-94952680,enhancer_hit,
Col1a1_Limb_E11.5,chr11:94871942-94875493_chr11:94926199-94930942,enhancer_hit,single
Col1a1_Limb_E11.5,chr11:94871942-94875493_chr11:94931962-94933723,enhancer_hit,single
Col1a1_Limb_E11.5,chr11:94926199-94930942_chr11:94931962-94933723,enhancer_hit,single
Col1a2_Limb_Any,chr6:4455090-4459132_chr6:4952706-4954110,enhancer_hit,
Col1a2_Limb_Any,chr6:4487003-4491189_chr6:4810926-4811926,enhancer_hit,single
Col1a2_Limb_Any,chr6:4518886-4521333_chr6:4535331-4537078,enhancer_hit,
Col1a2_Limb_E11.5,chr6:4455090-4459132_chr6:4952706-4954110,enhancer_hit,
Col1a2_Limb_E11.5,chr6:4487003-4491189_chr6:4810926-4811926,enhancer_hit,single
Col26a1_Forebrain_Any,chr5:136790903-136793838_chr5:136886477-136889597,enhancer_hit,single
Col26a1_Heart_Any,chr5:136802244-136807096_chr5:136886477-136889597,enhancer_hit,single
Col26a1_Limb_Any,chr5:136790903-136793838_chr5:136802244-136807096,enhancer_hit,single
Col26a1_Limb_Any,chr5:136790903-136793838_chr5:136886477-136889597,enhancer_hit,single
Col26a1_Limb_Any,chr5:136802244-136807096_chr5:136818266-136819266,enhancer_hit,single
Col26a1_Limb_Any,chr5:136802244-136807096_chr5:136886477-136889597,enhancer_hit,single
