chr,enh1_start,enh1_end,enh1_id,enh2_start,enh2_end,enh2_id,gap_start,gap_end,gap_bp,gap_te_bp,gap_nonTE_bp,gap_te_frac,criterion_met,n_te_segments_in_gap,te_segments_in_gap,pair_label
chr4,1098009,1098226,6634,1104047,1104247,6635,1098226,1104047,5821,5821,0,1.0,both_rules,1,1098226-1104047,chr4:1098009-1098226 (ID 6634) | chr4:1104047-1104247 (ID 6635)
chr4,1104047,1104247,6635,1104644,1104844,6636,1104247,1104644,397,397,0,1.0,both_rules,1,1104247-1104644,chr4:1104047-1104247 (ID 6635) | chr4:1104644-1104844 (ID 6636)
chr4,1104644,1104844,6636,1104856,1105120,6637,1104844,1104856,12,12,0,1.0,both_rules,1,1104844-1104856,chr4:1104644-1104844 (ID 6636) | chr4:1104856-1105120 (ID 6637)
chr4,1104856,1105120,6637,1106255,1106455,6638,1105120,1106255,1135,1135,0,1.0,both_rules,1,1105120-1106255,chr4:1104856-1105120 (ID 6637) | chr4:1106255-1106455 (ID 6638)
chr4,1106255,1106455,6638,1113286,1113486,6639,1106455,1113286,6831,6831,0,1.0,both_rules,1,1106455-1113286,chr4:1106255-1106455 (ID 6638) | chr4:1113286-1113486 (ID 6639)
chrX,693421,693770,6692,694431,694631,6693,693770,694431,661,481,180,0.7276853252647504,TE_present_and_gap_nonTE_bp<500,1,693950-694431,chrX:693421-693770 (ID 6692) | chrX:694431-694631 (ID 6693)
chrX,694431,694631,6693,695059,695259,6694,694631,695059,428,369,59,0.8621495327102804,both_rules,1,694631-695000,chrX:694431-694631 (ID 6693) | chrX:695059-695259 (ID 6694)
chrX,10325713,10325913,7352,10326245,10326445,7353,10325913,10326245,332,52,280,0.1566265060240964,TE_present_and_gap_nonTE_bp<500,1,10326193-10326245,chrX:10325713-10325913 (ID 7352) | chrX:10326245-10326445 (ID 7353)
chrX,16222176,16222457,7676,16231381,16231614,7677,16222457,16231381,8924,8291,633,0.9290676826535186,gap_te_frac>=0.8,1,16222833-16231124,chrX:16222176-16222457 (ID 7676) | chrX:16231381-16231614 (ID 7677)
chrX,18625858,18626058,7846,18626605,18626805,7847,18626058,18626605,547,237,310,0.43327239488117003,TE_present_and_gap_nonTE_bp<500,1,18626173-18626410,chrX:18625858-18626058 (ID 7846) | chrX:18626605-18626805 (ID 7847)
chrX,19371132,19371437,7887,19371867,19372484,7888,19371437,19371867,430,320,110,0.7441860465116279,TE_present_and_gap_nonTE_bp<500,1,19371547-19371867,chrX:19371132-19371437 (ID 7887) | chrX:19371867-19372484 (ID 7888)
chrX,21513596,21513796,7994,22443809,22444009,7995,21513796,22443809,930013,783688,146325,0.8426634896501447,gap_te_frac>=0.8,187,21520775-21521748;21521879-21523182;21523187-21534529;21534536-21535834;21535838-21536592;21536593-21544007;21544008-21552942;21552943-21553766;21553767-21555700;21555715-21555917;21555918-21556030;21556099-21556196;21558195-21565398;21567202-21567313;21575307-21575349;21580713-21580838;21585145-21585213;21585298-21585858;21586383-21586431;21587381-21587692;21594787-21595542;21595636-21598644;21600345-21600388;21604028-21604386;21605652-21605769;21623866-21624610;21626932-21628253;21630793-21631258;21632661-21637859;21639736-21639999;21640016-21641153;21641154-21648779;21648780-21655539;21655540-21656069;21656125-21656229;21656273-21656886;21657197-21669975;21670031-21680557;21680569-21689684;21689685-21694036;21694107-21704209;21704282-21704638;21704639-21705116;21705117-21707241;21707242-21711340;21711342-21716803;21716911-21731592;21731593-21731788;21731789-21739737;21739738-21748811;21748812-21752168;21752169-21759573;21759574-21759791;21759792-21763242;21763243-21771071;21771072-21771409;21771423-21778543;21778581-21778789;21778804-21785942;21785943-21790179;21790224-21790466;21790682-21792354;21792442-21792775;21792904-21800826;21800827-21801569;21801670-21802931;21802932-21806656;21806657-21813997;21813998-21817554;21817555-21821607;21821608-21823249;21823250-21826370;21826371-21829079;21829080-21833860;21833872-21836371;21836372-21852422;21852423-21854003;21854004-21863678;21863679-21865630;21865631-21871209;21871210-21871982;21872018-21873268;21873269-21880184;21880185-21888249;21888250-21892303;21892304-21894369;21894370-21903668;21903669-21908279;21908280-21909900;21909901-21925289;21925327-21925538;21925551-21932762;21932790-21933037;21933084-21934996;21935084-21935426;21935533-21944137;21944138-21944856;21944949-21946858;21947833-21948922;21948939-21949323;21949324-21949834;21950523-21959795;21959871-21960730;21962022-21962122;21962280-21963159;21963426-21972117;21972118-21974520;21975088-21975581;21975582-21975754;21975755-21977675;21977702-21978112;21978113-21986893;21986894-21995242;21995243-21999574;21999615-22005802;22005896-22006673;22006690-22006786;22006802-22019956;22020058-22021174;22021187-22034036;22034037-22041788;22041805-22041901;22041917-22056383;22056485-22057602;22057615-22066914;22066915-22077773;22077790-22077886;22077902-22083868;22083869-22084296;22084297-22093908;22093909-22111983;22111984-22119397;22119414-22119510;22119526-22119825;22119984-22121923;22121924-22125458;22125459-22125614;22125615-22126021;22126022-22128767;22128790-22133432;22133466-22136868;22137236-22137555;22137557-22138511;22138805-22144093;22144095-22153877;22153879-22158922;22158924-22163958;22163960-22168690;22168692-22173572;22173574-22183424;22183426-22188301;22188303-22193204;22193206-22198209;22198211-22203218;22203220-22213363;22213365-22218310;22218312-22227608;22227610-22232605;22232607-22237600;22237602-22242607;22242609-22247635;22247637-22252588;22252590-22255503;22255509-22255762;22256004-22260554;22260655-22261086;22261089-22269120;22269465-22282923;22314924-22316138;22316139-22317804;22349804-22354229;22354328-22383581;22383582-22386749;22387119-22390163;22390170-22404227;22404420-22405098;22405140-22405757;22405954-22406361;22406724-22413355;22413658-22415608;22415953-22425892;22427097-22429822;22429838-22430063;22430064-22436226;22436239-22437529;22437530-22442616;22443372-22443773,chrX:21513596-21513796 (ID 7994) | chrX:22443809-22444009 (ID 7995)
