gene_label	pair_dir	enhancer_role	enhancer_id	chrom	start	end	fasta_path	length
FBgn0030864_sm	FBgn0030864_sm/chrX_17650510-17650710__chrX_17667811-17668233	RIGHT	chrX:17667811-17668233	chrX	17667811	17668233	FBgn0030864_sm/chrX_17650510-17650710__chrX_17667811-17668233/enhancers/chrX_17667811-17668233.fa	422
FBgn0030864_sm	FBgn0030864_sm/chrX_17660173-17660373__chrX_17667811-17668233	LEFT	chrX:17660173-17660373	chrX	17660173	17660373	FBgn0030864_sm/chrX_17660173-17660373__chrX_17667811-17668233/enhancers/chrX_17660173-17660373.fa	200
FBgn0030864_sm	FBgn0030864_sm/chrX_17660173-17660373__chrX_17667811-17668233	RIGHT	chrX:17667811-17668233	chrX	17667811	17668233	FBgn0030864_sm/chrX_17660173-17660373__chrX_17667811-17668233/enhancers/chrX_17667811-17668233.fa	422
FBgn0031008_sm	FBgn0031008_sm/chrX_19236806-19237421__chrX_19238211-19238765	LEFT	chrX:19236806-19237421	chrX	19236806	19237421	FBgn0031008_sm/chrX_19236806-19237421__chrX_19238211-19238765/enhancers/chrX_19236806-19237421.fa	615
FBgn0031008_sm	FBgn0031008_sm/chrX_19236806-19237421__chrX_19238211-19238765	RIGHT	chrX:19238211-19238765	chrX	19238211	19238765	FBgn0031008_sm/chrX_19236806-19237421__chrX_19238211-19238765/enhancers/chrX_19238211-19238765.fa	554
FBgn0031037_sm	FBgn0031037_sm/chrX_19544220-19544470__chrX_19544519-19544719	LEFT	chrX:19544220-19544470	chrX	19544220	19544470	FBgn0031037_sm/chrX_19544220-19544470__chrX_19544519-19544719/enhancers/chrX_19544220-19544470.fa	250
FBgn0031037_sm	FBgn0031037_sm/chrX_19544220-19544470__chrX_19544519-19544719	RIGHT	chrX:19544519-19544719	chrX	19544519	19544719	FBgn0031037_sm/chrX_19544220-19544470__chrX_19544519-19544719/enhancers/chrX_19544519-19544719.fa	200
FBgn0031228_sm	FBgn0031228_sm/chr2L_160687-161034__chr2L_161603-162045	LEFT	chr2L:160687-161034	chr2L	160687	161034	FBgn0031228_sm/chr2L_160687-161034__chr2L_161603-162045/enhancers/chr2L_160687-161034.fa	347
FBgn0031228_sm	FBgn0031228_sm/chr2L_160687-161034__chr2L_161603-162045	RIGHT	chr2L:161603-162045	chr2L	161603	162045	FBgn0031228_sm/chr2L_160687-161034__chr2L_161603-162045/enhancers/chr2L_161603-162045.fa	442
FBgn0031228_sm	FBgn0031228_sm/chr2L_160687-161034__chr2L_166574-166924	LEFT	chr2L:160687-161034	chr2L	160687	161034	FBgn0031228_sm/chr2L_160687-161034__chr2L_166574-166924/enhancers/chr2L_160687-161034.fa	347
FBgn0031228_sm	FBgn0031228_sm/chr2L_160687-161034__chr2L_166574-166924	RIGHT	chr2L:166574-166924	chr2L	166574	166924	FBgn0031228_sm/chr2L_160687-161034__chr2L_166574-166924/enhancers/chr2L_166574-166924.fa	350
FBgn0031228_sm	FBgn0031228_sm/chr2L_161603-162045__chr2L_166574-166924	LEFT	chr2L:161603-162045	chr2L	161603	162045	FBgn0031228_sm/chr2L_161603-162045__chr2L_166574-166924/enhancers/chr2L_161603-162045.fa	442
FBgn0031228_sm	FBgn0031228_sm/chr2L_161603-162045__chr2L_166574-166924	RIGHT	chr2L:166574-166924	chr2L	166574	166924	FBgn0031228_sm/chr2L_161603-162045__chr2L_166574-166924/enhancers/chr2L_166574-166924.fa	350
FBgn0031307_sm	FBgn0031307_sm/chr2L_1118230-1118839__chr2L_1123442-1123872	LEFT	chr2L:1118230-1118839	chr2L	1118230	1118839	FBgn0031307_sm/chr2L_1118230-1118839__chr2L_1123442-1123872/enhancers/chr2L_1118230-1118839.fa	609
FBgn0031307_sm	FBgn0031307_sm/chr2L_1118230-1118839__chr2L_1123442-1123872	RIGHT	chr2L:1123442-1123872	chr2L	1123442	1123872	FBgn0031307_sm/chr2L_1118230-1118839__chr2L_1123442-1123872/enhancers/chr2L_1123442-1123872.fa	430
FBgn0031857_sm	FBgn0031857_sm/chr2L_6751919-6752178__chr2L_6772280-6772480	LEFT	chr2L:6751919-6752178	chr2L	6751919	6752178	FBgn0031857_sm/chr2L_6751919-6752178__chr2L_6772280-6772480/enhancers/chr2L_6751919-6752178.fa	259
FBgn0031857_sm	FBgn0031857_sm/chr2L_6751919-6752178__chr2L_6772280-6772480	RIGHT	chr2L:6772280-6772480	chr2L	6772280	6772480	FBgn0031857_sm/chr2L_6751919-6752178__chr2L_6772280-6772480/enhancers/chr2L_6772280-6772480.fa	200
FBgn0031857_sm	FBgn0031857_sm/chr2L_6751919-6752178__chr2L_6787279-6787639	LEFT	chr2L:6751919-6752178	chr2L	6751919	6752178	FBgn0031857_sm/chr2L_6751919-6752178__chr2L_6787279-6787639/enhancers/chr2L_6751919-6752178.fa	259
FBgn0031857_sm	FBgn0031857_sm/chr2L_6751919-6752178__chr2L_6787279-6787639	RIGHT	chr2L:6787279-6787639	chr2L	6787279	6787639	FBgn0031857_sm/chr2L_6751919-6752178__chr2L_6787279-6787639/enhancers/chr2L_6787279-6787639.fa	360
FBgn0031857_sm	FBgn0031857_sm/chr2L_6772280-6772480__chr2L_6787279-6787639	LEFT	chr2L:6772280-6772480	chr2L	6772280	6772480	FBgn0031857_sm/chr2L_6772280-6772480__chr2L_6787279-6787639/enhancers/chr2L_6772280-6772480.fa	200
FBgn0031857_sm	FBgn0031857_sm/chr2L_6772280-6772480__chr2L_6787279-6787639	RIGHT	chr2L:6787279-6787639	chr2L	6787279	6787639	FBgn0031857_sm/chr2L_6772280-6772480__chr2L_6787279-6787639/enhancers/chr2L_6787279-6787639.fa	360
FBgn0031908_sm	FBgn0031908_sm/chr2L_7340816-7341016__chr2L_7398789-7398989	LEFT	chr2L:7340816-7341016	chr2L	7340816	7341016	FBgn0031908_sm/chr2L_7340816-7341016__chr2L_7398789-7398989/enhancers/chr2L_7340816-7341016.fa	200
FBgn0031908_sm	FBgn0031908_sm/chr2L_7340816-7341016__chr2L_7398789-7398989	RIGHT	chr2L:7398789-7398989	chr2L	7398789	7398989	FBgn0031908_sm/chr2L_7340816-7341016__chr2L_7398789-7398989/enhancers/chr2L_7398789-7398989.fa	200
FBgn0031908_sm	FBgn0031908_sm/chr2L_7340816-7341016__chr2L_7401211-7401411	LEFT	chr2L:7340816-7341016	chr2L	7340816	7341016	FBgn0031908_sm/chr2L_7340816-7341016__chr2L_7401211-7401411/enhancers/chr2L_7340816-7341016.fa	200
FBgn0031908_sm	FBgn0031908_sm/chr2L_7340816-7341016__chr2L_7401211-7401411	RIGHT	chr2L:7401211-7401411	chr2L	7401211	7401411	FBgn0031908_sm/chr2L_7340816-7341016__chr2L_7401211-7401411/enhancers/chr2L_7401211-7401411.fa	200
FBgn0031908_sm	FBgn0031908_sm/chr2L_7340816-7341016__chr2L_7404967-7405167	LEFT	chr2L:7340816-7341016	chr2L	7340816	7341016	FBgn0031908_sm/chr2L_7340816-7341016__chr2L_7404967-7405167/enhancers/chr2L_7340816-7341016.fa	200
FBgn0031908_sm	FBgn0031908_sm/chr2L_7340816-7341016__chr2L_7404967-7405167	RIGHT	chr2L:7404967-7405167	chr2L	7404967	7405167	FBgn0031908_sm/chr2L_7340816-7341016__chr2L_7404967-7405167/enhancers/chr2L_7404967-7405167.fa	200
FBgn0031908_sm	FBgn0031908_sm/chr2L_7340816-7341016__chr2L_7407733-7408080	LEFT	chr2L:7340816-7341016	chr2L	7340816	7341016	FBgn0031908_sm/chr2L_7340816-7341016__chr2L_7407733-7408080/enhancers/chr2L_7340816-7341016.fa	200
FBgn0031908_sm	FBgn0031908_sm/chr2L_7340816-7341016__chr2L_7407733-7408080	RIGHT	chr2L:7407733-7408080	chr2L	7407733	7408080	FBgn0031908_sm/chr2L_7340816-7341016__chr2L_7407733-7408080/enhancers/chr2L_7407733-7408080.fa	347
FBgn0031908_sm	FBgn0031908_sm/chr2L_7398789-7398989__chr2L_7401211-7401411	LEFT	chr2L:7398789-7398989	chr2L	7398789	7398989	FBgn0031908_sm/chr2L_7398789-7398989__chr2L_7401211-7401411/enhancers/chr2L_7398789-7398989.fa	200
FBgn0031908_sm	FBgn0031908_sm/chr2L_7398789-7398989__chr2L_7401211-7401411	RIGHT	chr2L:7401211-7401411	chr2L	7401211	7401411	FBgn0031908_sm/chr2L_7398789-7398989__chr2L_7401211-7401411/enhancers/chr2L_7401211-7401411.fa	200
FBgn0031908_sm	FBgn0031908_sm/chr2L_7398789-7398989__chr2L_7404967-7405167	LEFT	chr2L:7398789-7398989	chr2L	7398789	7398989	FBgn0031908_sm/chr2L_7398789-7398989__chr2L_7404967-7405167/enhancers/chr2L_7398789-7398989.fa	200
FBgn0031908_sm	FBgn0031908_sm/chr2L_7398789-7398989__chr2L_7404967-7405167	RIGHT	chr2L:7404967-7405167	chr2L	7404967	7405167	FBgn0031908_sm/chr2L_7398789-7398989__chr2L_7404967-7405167/enhancers/chr2L_7404967-7405167.fa	200
FBgn0031908_sm	FBgn0031908_sm/chr2L_7398789-7398989__chr2L_7407733-7408080	LEFT	chr2L:7398789-7398989	chr2L	7398789	7398989	FBgn0031908_sm/chr2L_7398789-7398989__chr2L_7407733-7408080/enhancers/chr2L_7398789-7398989.fa	200
FBgn0031908_sm	FBgn0031908_sm/chr2L_7398789-7398989__chr2L_7407733-7408080	RIGHT	chr2L:7407733-7408080	chr2L	7407733	7408080	FBgn0031908_sm/chr2L_7398789-7398989__chr2L_7407733-7408080/enhancers/chr2L_7407733-7408080.fa	347
FBgn0031908_sm	FBgn0031908_sm/chr2L_7401211-7401411__chr2L_7404967-7405167	LEFT	chr2L:7401211-7401411	chr2L	7401211	7401411	FBgn0031908_sm/chr2L_7401211-7401411__chr2L_7404967-7405167/enhancers/chr2L_7401211-7401411.fa	200
FBgn0031908_sm	FBgn0031908_sm/chr2L_7401211-7401411__chr2L_7404967-7405167	RIGHT	chr2L:7404967-7405167	chr2L	7404967	7405167	FBgn0031908_sm/chr2L_7401211-7401411__chr2L_7404967-7405167/enhancers/chr2L_7404967-7405167.fa	200
FBgn0031908_sm	FBgn0031908_sm/chr2L_7401211-7401411__chr2L_7407733-7408080	LEFT	chr2L:7401211-7401411	chr2L	7401211	7401411	FBgn0031908_sm/chr2L_7401211-7401411__chr2L_7407733-7408080/enhancers/chr2L_7401211-7401411.fa	200
FBgn0031908_sm	FBgn0031908_sm/chr2L_7401211-7401411__chr2L_7407733-7408080	RIGHT	chr2L:7407733-7408080	chr2L	7407733	7408080	FBgn0031908_sm/chr2L_7401211-7401411__chr2L_7407733-7408080/enhancers/chr2L_7407733-7408080.fa	347
FBgn0031908_sm	FBgn0031908_sm/chr2L_7404967-7405167__chr2L_7407733-7408080	LEFT	chr2L:7404967-7405167	chr2L	7404967	7405167	FBgn0031908_sm/chr2L_7404967-7405167__chr2L_7407733-7408080/enhancers/chr2L_7404967-7405167.fa	200
FBgn0031908_sm	FBgn0031908_sm/chr2L_7404967-7405167__chr2L_7407733-7408080	RIGHT	chr2L:7407733-7408080	chr2L	7407733	7408080	FBgn0031908_sm/chr2L_7404967-7405167__chr2L_7407733-7408080/enhancers/chr2L_7407733-7408080.fa	347
FBgn0031959_sm	FBgn0031959_sm/chr2L_7912619-7912927__chr2L_7915086-7915342	LEFT	chr2L:7912619-7912927	chr2L	7912619	7912927	FBgn0031959_sm/chr2L_7912619-7912927__chr2L_7915086-7915342/enhancers/chr2L_7912619-7912927.fa	308
FBgn0031959_sm	FBgn0031959_sm/chr2L_7912619-7912927__chr2L_7915086-7915342	RIGHT	chr2L:7915086-7915342	chr2L	7915086	7915342	FBgn0031959_sm/chr2L_7912619-7912927__chr2L_7915086-7915342/enhancers/chr2L_7915086-7915342.fa	256
FBgn0032129_sm	FBgn0032129_sm/chr2L_9525656-9525929__chr2L_9551353-9551553	LEFT	chr2L:9525656-9525929	chr2L	9525656	9525929	FBgn0032129_sm/chr2L_9525656-9525929__chr2L_9551353-9551553/enhancers/chr2L_9525656-9525929.fa	273
FBgn0032129_sm	FBgn0032129_sm/chr2L_9525656-9525929__chr2L_9551353-9551553	RIGHT	chr2L:9551353-9551553	chr2L	9551353	9551553	FBgn0032129_sm/chr2L_9525656-9525929__chr2L_9551353-9551553/enhancers/chr2L_9551353-9551553.fa	200
FBgn0032129_sm	FBgn0032129_sm/chr2L_9525656-9525929__chr2L_9558167-9558367	LEFT	chr2L:9525656-9525929	chr2L	9525656	9525929	FBgn0032129_sm/chr2L_9525656-9525929__chr2L_9558167-9558367/enhancers/chr2L_9525656-9525929.fa	273
FBgn0032129_sm	FBgn0032129_sm/chr2L_9525656-9525929__chr2L_9558167-9558367	RIGHT	chr2L:9558167-9558367	chr2L	9558167	9558367	FBgn0032129_sm/chr2L_9525656-9525929__chr2L_9558167-9558367/enhancers/chr2L_9558167-9558367.fa	200
FBgn0032129_sm	FBgn0032129_sm/chr2L_9551353-9551553__chr2L_9558167-9558367	LEFT	chr2L:9551353-9551553	chr2L	9551353	9551553	FBgn0032129_sm/chr2L_9551353-9551553__chr2L_9558167-9558367/enhancers/chr2L_9551353-9551553.fa	200
FBgn0032129_sm	FBgn0032129_sm/chr2L_9551353-9551553__chr2L_9558167-9558367	RIGHT	chr2L:9558167-9558367	chr2L	9558167	9558367	FBgn0032129_sm/chr2L_9551353-9551553__chr2L_9558167-9558367/enhancers/chr2L_9558167-9558367.fa	200
FBgn0032444_sm	FBgn0032444_sm/chr2L_12594000-12594200__chr2L_12617842-12618274	LEFT	chr2L:12594000-12594200	chr2L	12594000	12594200	FBgn0032444_sm/chr2L_12594000-12594200__chr2L_12617842-12618274/enhancers/chr2L_12594000-12594200.fa	200
FBgn0032444_sm	FBgn0032444_sm/chr2L_12594000-12594200__chr2L_12617842-12618274	RIGHT	chr2L:12617842-12618274	chr2L	12617842	12618274	FBgn0032444_sm/chr2L_12594000-12594200__chr2L_12617842-12618274/enhancers/chr2L_12617842-12618274.fa	432
FBgn0032444_sm	FBgn0032444_sm/chr2L_12594000-12594200__chr2L_12655423-12655623	LEFT	chr2L:12594000-12594200	chr2L	12594000	12594200	FBgn0032444_sm/chr2L_12594000-12594200__chr2L_12655423-12655623/enhancers/chr2L_12594000-12594200.fa	200
FBgn0032444_sm	FBgn0032444_sm/chr2L_12594000-12594200__chr2L_12655423-12655623	RIGHT	chr2L:12655423-12655623	chr2L	12655423	12655623	FBgn0032444_sm/chr2L_12594000-12594200__chr2L_12655423-12655623/enhancers/chr2L_12655423-12655623.fa	200
FBgn0032444_sm	FBgn0032444_sm/chr2L_12617842-12618274__chr2L_12655423-12655623	LEFT	chr2L:12617842-12618274	chr2L	12617842	12618274	FBgn0032444_sm/chr2L_12617842-12618274__chr2L_12655423-12655623/enhancers/chr2L_12617842-12618274.fa	432
FBgn0032444_sm	FBgn0032444_sm/chr2L_12617842-12618274__chr2L_12655423-12655623	RIGHT	chr2L:12655423-12655623	chr2L	12655423	12655623	FBgn0032444_sm/chr2L_12617842-12618274__chr2L_12655423-12655623/enhancers/chr2L_12655423-12655623.fa	200
FBgn0032485_sm	FBgn0032485_sm/chr2L_13203632-13203855__chr2L_13205136-13205433	LEFT	chr2L:13203632-13203855	chr2L	13203632	13203855	FBgn0032485_sm/chr2L_13203632-13203855__chr2L_13205136-13205433/enhancers/chr2L_13203632-13203855.fa	223
FBgn0032485_sm	FBgn0032485_sm/chr2L_13203632-13203855__chr2L_13205136-13205433	RIGHT	chr2L:13205136-13205433	chr2L	13205136	13205433	FBgn0032485_sm/chr2L_13203632-13203855__chr2L_13205136-13205433/enhancers/chr2L_13205136-13205433.fa	297
FBgn0032497_sm	FBgn0032497_sm/chr2L_13254815-13255036__chr2L_13260602-13260802	LEFT	chr2L:13254815-13255036	chr2L	13254815	13255036	FBgn0032497_sm/chr2L_13254815-13255036__chr2L_13260602-13260802/enhancers/chr2L_13254815-13255036.fa	221
FBgn0032497_sm	FBgn0032497_sm/chr2L_13254815-13255036__chr2L_13260602-13260802	RIGHT	chr2L:13260602-13260802	chr2L	13260602	13260802	FBgn0032497_sm/chr2L_13254815-13255036__chr2L_13260602-13260802/enhancers/chr2L_13260602-13260802.fa	200
FBgn0032683_sm	FBgn0032683_sm/chr2L_18476378-18477012__chr2L_18498013-18498258	LEFT	chr2L:18476378-18477012	chr2L	18476378	18477012	FBgn0032683_sm/chr2L_18476378-18477012__chr2L_18498013-18498258/enhancers/chr2L_18476378-18477012.fa	634
FBgn0032683_sm	FBgn0032683_sm/chr2L_18476378-18477012__chr2L_18498013-18498258	RIGHT	chr2L:18498013-18498258	chr2L	18498013	18498258	FBgn0032683_sm/chr2L_18476378-18477012__chr2L_18498013-18498258/enhancers/chr2L_18498013-18498258.fa	245
FBgn0032961_sm	FBgn0032961_sm/chr2L_21831155-21831728__chr2L_21840673-21841262	LEFT	chr2L:21831155-21831728	chr2L	21831155	21831728	FBgn0032961_sm/chr2L_21831155-21831728__chr2L_21840673-21841262/enhancers/chr2L_21831155-21831728.fa	573
FBgn0032961_sm	FBgn0032961_sm/chr2L_21831155-21831728__chr2L_21840673-21841262	RIGHT	chr2L:21840673-21841262	chr2L	21840673	21841262	FBgn0032961_sm/chr2L_21831155-21831728__chr2L_21840673-21841262/enhancers/chr2L_21840673-21841262.fa	589
FBgn0033539_sm	FBgn0033539_sm/chr2R_10273454-10273813__chr2R_10301567-10301767	LEFT	chr2R:10273454-10273813	chr2R	10273454	10273813	FBgn0033539_sm/chr2R_10273454-10273813__chr2R_10301567-10301767/enhancers/chr2R_10273454-10273813.fa	359
FBgn0033539_sm	FBgn0033539_sm/chr2R_10273454-10273813__chr2R_10301567-10301767	RIGHT	chr2R:10301567-10301767	chr2R	10301567	10301767	FBgn0033539_sm/chr2R_10273454-10273813__chr2R_10301567-10301767/enhancers/chr2R_10301567-10301767.fa	200
FBgn0033581_sm	FBgn0033581_sm/chr2R_10731714-10732027__chr2R_10732567-10732946	LEFT	chr2R:10731714-10732027	chr2R	10731714	10732027	FBgn0033581_sm/chr2R_10731714-10732027__chr2R_10732567-10732946/enhancers/chr2R_10731714-10732027.fa	313
FBgn0033581_sm	FBgn0033581_sm/chr2R_10731714-10732027__chr2R_10732567-10732946	RIGHT	chr2R:10732567-10732946	chr2R	10732567	10732946	FBgn0033581_sm/chr2R_10731714-10732027__chr2R_10732567-10732946/enhancers/chr2R_10732567-10732946.fa	379
FBgn0033638_sm	FBgn0033638_sm/chr2R_11254848-11255163__chr2R_11259263-11259645	LEFT	chr2R:11254848-11255163	chr2R	11254848	11255163	FBgn0033638_sm/chr2R_11254848-11255163__chr2R_11259263-11259645/enhancers/chr2R_11254848-11255163.fa	315
FBgn0033638_sm	FBgn0033638_sm/chr2R_11254848-11255163__chr2R_11259263-11259645	RIGHT	chr2R:11259263-11259645	chr2R	11259263	11259645	FBgn0033638_sm/chr2R_11254848-11255163__chr2R_11259263-11259645/enhancers/chr2R_11259263-11259645.fa	382
FBgn0033638_sm	FBgn0033638_sm/chr2R_11254848-11255163__chr2R_11260888-11261343	LEFT	chr2R:11254848-11255163	chr2R	11254848	11255163	FBgn0033638_sm/chr2R_11254848-11255163__chr2R_11260888-11261343/enhancers/chr2R_11254848-11255163.fa	315
FBgn0033638_sm	FBgn0033638_sm/chr2R_11254848-11255163__chr2R_11260888-11261343	RIGHT	chr2R:11260888-11261343	chr2R	11260888	11261343	FBgn0033638_sm/chr2R_11254848-11255163__chr2R_11260888-11261343/enhancers/chr2R_11260888-11261343.fa	455
FBgn0033638_sm	FBgn0033638_sm/chr2R_11254848-11255163__chr2R_11280746-11281085	LEFT	chr2R:11254848-11255163	chr2R	11254848	11255163	FBgn0033638_sm/chr2R_11254848-11255163__chr2R_11280746-11281085/enhancers/chr2R_11254848-11255163.fa	315
FBgn0033638_sm	FBgn0033638_sm/chr2R_11254848-11255163__chr2R_11280746-11281085	RIGHT	chr2R:11280746-11281085	chr2R	11280746	11281085	FBgn0033638_sm/chr2R_11254848-11255163__chr2R_11280746-11281085/enhancers/chr2R_11280746-11281085.fa	339
FBgn0033638_sm	FBgn0033638_sm/chr2R_11259263-11259645__chr2R_11260888-11261343	LEFT	chr2R:11259263-11259645	chr2R	11259263	11259645	FBgn0033638_sm/chr2R_11259263-11259645__chr2R_11260888-11261343/enhancers/chr2R_11259263-11259645.fa	382
FBgn0033638_sm	FBgn0033638_sm/chr2R_11259263-11259645__chr2R_11260888-11261343	RIGHT	chr2R:11260888-11261343	chr2R	11260888	11261343	FBgn0033638_sm/chr2R_11259263-11259645__chr2R_11260888-11261343/enhancers/chr2R_11260888-11261343.fa	455
FBgn0033638_sm	FBgn0033638_sm/chr2R_11259263-11259645__chr2R_11280746-11281085	LEFT	chr2R:11259263-11259645	chr2R	11259263	11259645	FBgn0033638_sm/chr2R_11259263-11259645__chr2R_11280746-11281085/enhancers/chr2R_11259263-11259645.fa	382
FBgn0033638_sm	FBgn0033638_sm/chr2R_11259263-11259645__chr2R_11280746-11281085	RIGHT	chr2R:11280746-11281085	chr2R	11280746	11281085	FBgn0033638_sm/chr2R_11259263-11259645__chr2R_11280746-11281085/enhancers/chr2R_11280746-11281085.fa	339
FBgn0033638_sm	FBgn0033638_sm/chr2R_11260888-11261343__chr2R_11280746-11281085	LEFT	chr2R:11260888-11261343	chr2R	11260888	11261343	FBgn0033638_sm/chr2R_11260888-11261343__chr2R_11280746-11281085/enhancers/chr2R_11260888-11261343.fa	455
FBgn0033638_sm	FBgn0033638_sm/chr2R_11260888-11261343__chr2R_11280746-11281085	RIGHT	chr2R:11280746-11281085	chr2R	11280746	11281085	FBgn0033638_sm/chr2R_11260888-11261343__chr2R_11280746-11281085/enhancers/chr2R_11280746-11281085.fa	339
FBgn0033891_sm	FBgn0033891_sm/chr2R_13653626-13653909__chr2R_13656883-13657258	LEFT	chr2R:13653626-13653909	chr2R	13653626	13653909	FBgn0033891_sm/chr2R_13653626-13653909__chr2R_13656883-13657258/enhancers/chr2R_13653626-13653909.fa	283
FBgn0033891_sm	FBgn0033891_sm/chr2R_13653626-13653909__chr2R_13656883-13657258	RIGHT	chr2R:13656883-13657258	chr2R	13656883	13657258	FBgn0033891_sm/chr2R_13653626-13653909__chr2R_13656883-13657258/enhancers/chr2R_13656883-13657258.fa	375
FBgn0034158_sm	FBgn0034158_sm/chr2R_16412035-16412367__chr2R_16437328-16437751	LEFT	chr2R:16412035-16412367	chr2R	16412035	16412367	FBgn0034158_sm/chr2R_16412035-16412367__chr2R_16437328-16437751/enhancers/chr2R_16412035-16412367.fa	332
FBgn0034158_sm	FBgn0034158_sm/chr2R_16412035-16412367__chr2R_16437328-16437751	RIGHT	chr2R:16437328-16437751	chr2R	16437328	16437751	FBgn0034158_sm/chr2R_16412035-16412367__chr2R_16437328-16437751/enhancers/chr2R_16437328-16437751.fa	423
FBgn0034177_sm	FBgn0034177_sm/chr2R_16642879-16643383__chr2R_16643578-16643778	LEFT	chr2R:16642879-16643383	chr2R	16642879	16643383	FBgn0034177_sm/chr2R_16642879-16643383__chr2R_16643578-16643778/enhancers/chr2R_16642879-16643383.fa	504
FBgn0034177_sm	FBgn0034177_sm/chr2R_16642879-16643383__chr2R_16643578-16643778	RIGHT	chr2R:16643578-16643778	chr2R	16643578	16643778	FBgn0034177_sm/chr2R_16642879-16643383__chr2R_16643578-16643778/enhancers/chr2R_16643578-16643778.fa	200
FBgn0034412_sm	FBgn0034412_sm/chr2R_18615551-18615751__chr2R_18617352-18617561	LEFT	chr2R:18615551-18615751	chr2R	18615551	18615751	FBgn0034412_sm/chr2R_18615551-18615751__chr2R_18617352-18617561/enhancers/chr2R_18615551-18615751.fa	200
FBgn0034412_sm	FBgn0034412_sm/chr2R_18615551-18615751__chr2R_18617352-18617561	RIGHT	chr2R:18617352-18617561	chr2R	18617352	18617561	FBgn0034412_sm/chr2R_18615551-18615751__chr2R_18617352-18617561/enhancers/chr2R_18617352-18617561.fa	209
FBgn0034412_sm	FBgn0034412_sm/chr2R_18615551-18615751__chr2R_18617926-18618126	LEFT	chr2R:18615551-18615751	chr2R	18615551	18615751	FBgn0034412_sm/chr2R_18615551-18615751__chr2R_18617926-18618126/enhancers/chr2R_18615551-18615751.fa	200
FBgn0034412_sm	FBgn0034412_sm/chr2R_18615551-18615751__chr2R_18617926-18618126	RIGHT	chr2R:18617926-18618126	chr2R	18617926	18618126	FBgn0034412_sm/chr2R_18615551-18615751__chr2R_18617926-18618126/enhancers/chr2R_18617926-18618126.fa	200
FBgn0034412_sm	FBgn0034412_sm/chr2R_18617352-18617561__chr2R_18617926-18618126	LEFT	chr2R:18617352-18617561	chr2R	18617352	18617561	FBgn0034412_sm/chr2R_18617352-18617561__chr2R_18617926-18618126/enhancers/chr2R_18617352-18617561.fa	209
FBgn0034412_sm	FBgn0034412_sm/chr2R_18617352-18617561__chr2R_18617926-18618126	RIGHT	chr2R:18617926-18618126	chr2R	18617926	18618126	FBgn0034412_sm/chr2R_18617352-18617561__chr2R_18617926-18618126/enhancers/chr2R_18617926-18618126.fa	200
FBgn0034432_sm	FBgn0034432_sm/chr2R_18929511-18929711__chr2R_18948523-18948792	LEFT	chr2R:18929511-18929711	chr2R	18929511	18929711	FBgn0034432_sm/chr2R_18929511-18929711__chr2R_18948523-18948792/enhancers/chr2R_18929511-18929711.fa	200
FBgn0034432_sm	FBgn0034432_sm/chr2R_18929511-18929711__chr2R_18948523-18948792	RIGHT	chr2R:18948523-18948792	chr2R	18948523	18948792	FBgn0034432_sm/chr2R_18929511-18929711__chr2R_18948523-18948792/enhancers/chr2R_18948523-18948792.fa	269
FBgn0034432_sm	FBgn0034432_sm/chr2R_18929511-18929711__chr2R_18959548-18959748	LEFT	chr2R:18929511-18929711	chr2R	18929511	18929711	FBgn0034432_sm/chr2R_18929511-18929711__chr2R_18959548-18959748/enhancers/chr2R_18929511-18929711.fa	200
FBgn0034432_sm	FBgn0034432_sm/chr2R_18929511-18929711__chr2R_18959548-18959748	RIGHT	chr2R:18959548-18959748	chr2R	18959548	18959748	FBgn0034432_sm/chr2R_18929511-18929711__chr2R_18959548-18959748/enhancers/chr2R_18959548-18959748.fa	200
FBgn0034432_sm	FBgn0034432_sm/chr2R_18948523-18948792__chr2R_18959548-18959748	LEFT	chr2R:18948523-18948792	chr2R	18948523	18948792	FBgn0034432_sm/chr2R_18948523-18948792__chr2R_18959548-18959748/enhancers/chr2R_18948523-18948792.fa	269
FBgn0034432_sm	FBgn0034432_sm/chr2R_18948523-18948792__chr2R_18959548-18959748	RIGHT	chr2R:18959548-18959748	chr2R	18959548	18959748	FBgn0034432_sm/chr2R_18948523-18948792__chr2R_18959548-18959748/enhancers/chr2R_18959548-18959748.fa	200
FBgn0034603_sm	FBgn0034603_sm/chr2R_20820012-20820311__chr2R_20823130-20823330	LEFT	chr2R:20820012-20820311	chr2R	20820012	20820311	FBgn0034603_sm/chr2R_20820012-20820311__chr2R_20823130-20823330/enhancers/chr2R_20820012-20820311.fa	299
FBgn0034603_sm	FBgn0034603_sm/chr2R_20820012-20820311__chr2R_20823130-20823330	RIGHT	chr2R:20823130-20823330	chr2R	20823130	20823330	FBgn0034603_sm/chr2R_20820012-20820311__chr2R_20823130-20823330/enhancers/chr2R_20823130-20823330.fa	200
FBgn0034618_sm	FBgn0034618_sm/chr2R_20932829-20933143__chr2R_20943416-20943828	LEFT	chr2R:20932829-20933143	chr2R	20932829	20933143	FBgn0034618_sm/chr2R_20932829-20933143__chr2R_20943416-20943828/enhancers/chr2R_20932829-20933143.fa	314
FBgn0034618_sm	FBgn0034618_sm/chr2R_20932829-20933143__chr2R_20943416-20943828	RIGHT	chr2R:20943416-20943828	chr2R	20943416	20943828	FBgn0034618_sm/chr2R_20932829-20933143__chr2R_20943416-20943828/enhancers/chr2R_20943416-20943828.fa	412
