pair_dir	status	blocks	best_aligned_len	best_identity_pct	maf_path
chr3R_26002453-26002853__chr3R_26009977-26010219	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0002733_Spearman/chr3R_26002453-26002853__chr3R_26009977-26010219/alignments/enhancers/lastz.maf
chr3R_26002453-26002853__chr3R_26010258-26010647	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0002733_Spearman/chr3R_26002453-26002853__chr3R_26010258-26010647/alignments/enhancers/lastz.maf
chr3R_26002453-26002853__chr3R_26017398-26017815	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0002733_Spearman/chr3R_26002453-26002853__chr3R_26017398-26017815/alignments/enhancers/lastz.maf
chr3R_26002453-26002853__chr3R_26018200-26018652	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0002733_Spearman/chr3R_26002453-26002853__chr3R_26018200-26018652/alignments/enhancers/lastz.maf
chr3R_26006043-26006577__chr3R_26009977-26010219	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0002733_Spearman/chr3R_26006043-26006577__chr3R_26009977-26010219/alignments/enhancers/lastz.maf
chr3R_26006043-26006577__chr3R_26010258-26010647	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0002733_Spearman/chr3R_26006043-26006577__chr3R_26010258-26010647/alignments/enhancers/lastz.maf
chr3R_26006043-26006577__chr3R_26017398-26017815	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0002733_Spearman/chr3R_26006043-26006577__chr3R_26017398-26017815/alignments/enhancers/lastz.maf
chr3R_26006043-26006577__chr3R_26018200-26018652	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0002733_Spearman/chr3R_26006043-26006577__chr3R_26018200-26018652/alignments/enhancers/lastz.maf
chr3R_26009977-26010219__chr3R_26010258-26010647	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0002733_Spearman/chr3R_26009977-26010219__chr3R_26010258-26010647/alignments/enhancers/lastz.maf
chr3R_26009977-26010219__chr3R_26017398-26017815	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0002733_Spearman/chr3R_26009977-26010219__chr3R_26017398-26017815/alignments/enhancers/lastz.maf
chr3R_26009977-26010219__chr3R_26018200-26018652	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0002733_Spearman/chr3R_26009977-26010219__chr3R_26018200-26018652/alignments/enhancers/lastz.maf
chr3R_26010258-26010647__chr3R_26017398-26017815	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0002733_Spearman/chr3R_26010258-26010647__chr3R_26017398-26017815/alignments/enhancers/lastz.maf
chr3R_26010258-26010647__chr3R_26018200-26018652	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0002733_Spearman/chr3R_26010258-26010647__chr3R_26018200-26018652/alignments/enhancers/lastz.maf
chr3R_26017398-26017815__chr3R_26018200-26018652	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0002733_Spearman/chr3R_26017398-26017815__chr3R_26018200-26018652/alignments/enhancers/lastz.maf
chr3R_27636779-27637140__chr3R_27659306-27659544	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0002772_vm_sm/chr3R_27636779-27637140__chr3R_27659306-27659544/alignments/enhancers/lastz.maf
chr3R_27636779-27637140__chr3R_27660249-27660711	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0002772_vm_sm/chr3R_27636779-27637140__chr3R_27660249-27660711/alignments/enhancers/lastz.maf
chr3R_27659306-27659544__chr3R_27660249-27660711	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0002772_vm_sm/chr3R_27659306-27659544__chr3R_27660249-27660711/alignments/enhancers/lastz.maf
chr3R_30174222-30174422__chr3R_30175122-30175322	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0002773_vm_sm/chr3R_30174222-30174422__chr3R_30175122-30175322/alignments/enhancers/lastz.maf
chr2R_12872374-12872767__chr2R_12873676-12873937	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0002789_vm_sm/chr2R_12872374-12872767__chr2R_12873676-12873937/alignments/enhancers/lastz.maf
chr3R_23718371-23718820__chr3R_23723782-23724049	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0002922_vm/chr3R_23718371-23718820__chr3R_23723782-23724049/alignments/enhancers/lastz.maf
chr3R_23718371-23718820__chr3R_23730272-23730626	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0002922_vm/chr3R_23718371-23718820__chr3R_23730272-23730626/alignments/enhancers/lastz.maf
chr3R_23723782-23724049__chr3R_23730272-23730626	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0002922_vm/chr3R_23723782-23724049__chr3R_23730272-23730626/alignments/enhancers/lastz.maf
chr2L_17816-18016__chr2L_20624-20824	OK	1	197	99.49	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0002931_Spearman/chr2L_17816-18016__chr2L_20624-20824/alignments/enhancers/lastz.maf
chr3R_21530848-21531048__chr3R_21534979-21535407	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0002941_Spearman/chr3R_21530848-21531048__chr3R_21534979-21535407/alignments/enhancers/lastz.maf
chr3R_21528496-21528862__chr3R_21580239-21580489	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0002941_sm/chr3R_21528496-21528862__chr3R_21580239-21580489/alignments/enhancers/lastz.maf
chr3R_4835379-4835784__chr3R_4840732-4840997	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003002_Spearman/chr3R_4835379-4835784__chr3R_4840732-4840997/alignments/enhancers/lastz.maf
chr3R_4835379-4835784__chr3R_4852430-4852762	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003002_Spearman/chr3R_4835379-4835784__chr3R_4852430-4852762/alignments/enhancers/lastz.maf
chr3R_4835379-4835784__chr3R_4913812-4914012	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003002_Spearman/chr3R_4835379-4835784__chr3R_4913812-4914012/alignments/enhancers/lastz.maf
chr3R_4835379-4835784__chr3R_4960008-4960208	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003002_Spearman/chr3R_4835379-4835784__chr3R_4960008-4960208/alignments/enhancers/lastz.maf
chr3R_4840732-4840997__chr3R_4852430-4852762	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003002_Spearman/chr3R_4840732-4840997__chr3R_4852430-4852762/alignments/enhancers/lastz.maf
chr3R_4840732-4840997__chr3R_4913812-4914012	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003002_Spearman/chr3R_4840732-4840997__chr3R_4913812-4914012/alignments/enhancers/lastz.maf
chr3R_4840732-4840997__chr3R_4960008-4960208	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003002_Spearman/chr3R_4840732-4840997__chr3R_4960008-4960208/alignments/enhancers/lastz.maf
chr3R_4852430-4852762__chr3R_4913812-4914012	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003002_Spearman/chr3R_4852430-4852762__chr3R_4913812-4914012/alignments/enhancers/lastz.maf
chr3R_4852430-4852762__chr3R_4960008-4960208	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003002_Spearman/chr3R_4852430-4852762__chr3R_4960008-4960208/alignments/enhancers/lastz.maf
chr3R_4913812-4914012__chr3R_4960008-4960208	OK	1	23	78.26	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003002_Spearman/chr3R_4913812-4914012__chr3R_4960008-4960208/alignments/enhancers/lastz.maf
chr3R_4875269-4875597__chr3R_4878667-4879056	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003002_vm/chr3R_4875269-4875597__chr3R_4878667-4879056/alignments/enhancers/lastz.maf
chr3R_4875269-4875597__chr3R_4914310-4914978	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003002_vm/chr3R_4875269-4875597__chr3R_4914310-4914978/alignments/enhancers/lastz.maf
chr3R_4878667-4879056__chr3R_4914310-4914978	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003002_vm/chr3R_4878667-4879056__chr3R_4914310-4914978/alignments/enhancers/lastz.maf
chr2R_22669923-22670415__chr2R_22671971-22672235	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003062_sm/chr2R_22669923-22670415__chr2R_22671971-22672235/alignments/enhancers/lastz.maf
chr2R_22669923-22670415__chr2R_22692057-22692354	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003062_sm/chr2R_22669923-22670415__chr2R_22692057-22692354/alignments/enhancers/lastz.maf
chr2R_22671971-22672235__chr2R_22692057-22692354	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003062_sm/chr2R_22671971-22672235__chr2R_22692057-22692354/alignments/enhancers/lastz.maf
chr2R_22671971-22672235__chr2R_22692057-22692354	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003062_vm/chr2R_22671971-22672235__chr2R_22692057-22692354/alignments/enhancers/lastz.maf
chr2R_9727517-9727743__chr2R_9741763-9741963	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003071_sm/chr2R_9727517-9727743__chr2R_9741763-9741963/alignments/enhancers/lastz.maf
chr2R_9727517-9727743__chr2R_9748242-9748798	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003071_sm/chr2R_9727517-9727743__chr2R_9748242-9748798/alignments/enhancers/lastz.maf
chr2R_9741763-9741963__chr2R_9748242-9748798	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003071_sm/chr2R_9741763-9741963__chr2R_9748242-9748798/alignments/enhancers/lastz.maf
chr3R_23300278-23300772__chr3R_23300984-23301221	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003118_Spearman/chr3R_23300278-23300772__chr3R_23300984-23301221/alignments/enhancers/lastz.maf
chr3R_23300278-23300772__chr3R_23343757-23344225	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003118_Spearman/chr3R_23300278-23300772__chr3R_23343757-23344225/alignments/enhancers/lastz.maf
chr3R_23300278-23300772__chr3R_23347543-23347873	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003118_Spearman/chr3R_23300278-23300772__chr3R_23347543-23347873/alignments/enhancers/lastz.maf
chr3R_23300984-23301221__chr3R_23343757-23344225	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003118_Spearman/chr3R_23300984-23301221__chr3R_23343757-23344225/alignments/enhancers/lastz.maf
chr3R_23300984-23301221__chr3R_23347543-23347873	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003118_Spearman/chr3R_23300984-23301221__chr3R_23347543-23347873/alignments/enhancers/lastz.maf
chr3R_23343757-23344225__chr3R_23347543-23347873	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003118_Spearman/chr3R_23343757-23344225__chr3R_23347543-23347873/alignments/enhancers/lastz.maf
chr3R_14590821-14591563__chr3R_14591568-14591768	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003169_Spearman/chr3R_14590821-14591563__chr3R_14591568-14591768/alignments/enhancers/lastz.maf
chr3R_14590821-14591563__chr3R_14597044-14597244	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003169_Spearman/chr3R_14590821-14591563__chr3R_14597044-14597244/alignments/enhancers/lastz.maf
chr3R_14590821-14591563__chr3R_14624470-14624670	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003169_Spearman/chr3R_14590821-14591563__chr3R_14624470-14624670/alignments/enhancers/lastz.maf
chr3R_14591568-14591768__chr3R_14597044-14597244	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003169_Spearman/chr3R_14591568-14591768__chr3R_14597044-14597244/alignments/enhancers/lastz.maf
chr3R_14591568-14591768__chr3R_14624470-14624670	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003169_Spearman/chr3R_14591568-14591768__chr3R_14624470-14624670/alignments/enhancers/lastz.maf
chr3R_14597044-14597244__chr3R_14624470-14624670	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003169_Spearman/chr3R_14597044-14597244__chr3R_14624470-14624670/alignments/enhancers/lastz.maf
chr3R_14598420-14598710__chr3R_14650533-14651041	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003169_vm/chr3R_14598420-14598710__chr3R_14650533-14651041/alignments/enhancers/lastz.maf
chrX_10688693-10688893__chrX_10723377-10723600	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003204_sm/chrX_10688693-10688893__chrX_10723377-10723600/alignments/enhancers/lastz.maf
chr2R_18898203-18898705__chr2R_18900616-18900816	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003254_meso/chr2R_18898203-18898705__chr2R_18900616-18900816/alignments/enhancers/lastz.maf
chr2R_18881394-18881804__chr2R_18898203-18898705	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003254_sm/chr2R_18881394-18881804__chr2R_18898203-18898705/alignments/enhancers/lastz.maf
chr2R_18881394-18881804__chr2R_18899660-18899871	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003254_vm/chr2R_18881394-18881804__chr2R_18899660-18899871/alignments/enhancers/lastz.maf
chrX_3059091-3059476__chrX_3103691-3103945	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003285_Spearman/chrX_3059091-3059476__chrX_3103691-3103945/alignments/enhancers/lastz.maf
chrX_2937051-2937571__chrX_2942451-2942688	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003285_vm/chrX_2937051-2937571__chrX_2942451-2942688/alignments/enhancers/lastz.maf
chrX_2937051-2937571__chrX_3035626-3035842	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003285_vm/chrX_2937051-2937571__chrX_3035626-3035842/alignments/enhancers/lastz.maf
chrX_2937051-2937571__chrX_3036092-3036292	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003285_vm/chrX_2937051-2937571__chrX_3036092-3036292/alignments/enhancers/lastz.maf
chrX_2937051-2937571__chrX_3058248-3058549	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003285_vm/chrX_2937051-2937571__chrX_3058248-3058549/alignments/enhancers/lastz.maf
chrX_2942451-2942688__chrX_3035626-3035842	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003285_vm/chrX_2942451-2942688__chrX_3035626-3035842/alignments/enhancers/lastz.maf
chrX_2942451-2942688__chrX_3036092-3036292	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003285_vm/chrX_2942451-2942688__chrX_3036092-3036292/alignments/enhancers/lastz.maf
chrX_2942451-2942688__chrX_3058248-3058549	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003285_vm/chrX_2942451-2942688__chrX_3058248-3058549/alignments/enhancers/lastz.maf
chrX_3035626-3035842__chrX_3036092-3036292	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003285_vm/chrX_3035626-3035842__chrX_3036092-3036292/alignments/enhancers/lastz.maf
chrX_3035626-3035842__chrX_3058248-3058549	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003285_vm/chrX_3035626-3035842__chrX_3058248-3058549/alignments/enhancers/lastz.maf
chrX_3036092-3036292__chrX_3058248-3058549	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003285_vm/chrX_3036092-3036292__chrX_3058248-3058549/alignments/enhancers/lastz.maf
chr2L_15475634-15475834__chr2L_15482011-15482211	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003448_meso/chr2L_15475634-15475834__chr2L_15482011-15482211/alignments/enhancers/lastz.maf
chr3R_18049262-18049590__chr3R_18114408-18114870	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003499_sm/chr3R_18049262-18049590__chr3R_18114408-18114870/alignments/enhancers/lastz.maf
chr2L_8278110-8278488__chr2L_8289769-8290156	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003502_sm/chr2L_8278110-8278488__chr2L_8289769-8290156/alignments/enhancers/lastz.maf
chr3R_14288142-14288461__chr3R_14332655-14333054	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003567_sm/chr3R_14288142-14288461__chr3R_14332655-14333054/alignments/enhancers/lastz.maf
chr3R_15282470-15282698__chr3R_15310903-15311103	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003721_Spearman/chr3R_15282470-15282698__chr3R_15310903-15311103/alignments/enhancers/lastz.maf
chr3R_15280609-15280877__chr3R_15282470-15282698	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003721_vm_sm/chr3R_15280609-15280877__chr3R_15282470-15282698/alignments/enhancers/lastz.maf
chr3R_15280609-15280877__chr3R_15286228-15286550	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003721_vm_sm/chr3R_15280609-15280877__chr3R_15286228-15286550/alignments/enhancers/lastz.maf
chr3R_15280609-15280877__chr3R_15289850-15290050	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003721_vm_sm/chr3R_15280609-15280877__chr3R_15289850-15290050/alignments/enhancers/lastz.maf
chr3R_15280609-15280877__chr3R_15309823-15310090	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003721_vm_sm/chr3R_15280609-15280877__chr3R_15309823-15310090/alignments/enhancers/lastz.maf
chr3R_15280609-15280877__chr3R_15311608-15312057	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003721_vm_sm/chr3R_15280609-15280877__chr3R_15311608-15312057/alignments/enhancers/lastz.maf
chr3R_15282470-15282698__chr3R_15286228-15286550	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003721_vm_sm/chr3R_15282470-15282698__chr3R_15286228-15286550/alignments/enhancers/lastz.maf
chr3R_15282470-15282698__chr3R_15289850-15290050	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003721_vm_sm/chr3R_15282470-15282698__chr3R_15289850-15290050/alignments/enhancers/lastz.maf
chr3R_15282470-15282698__chr3R_15309823-15310090	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003721_vm_sm/chr3R_15282470-15282698__chr3R_15309823-15310090/alignments/enhancers/lastz.maf
chr3R_15282470-15282698__chr3R_15311608-15312057	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003721_vm_sm/chr3R_15282470-15282698__chr3R_15311608-15312057/alignments/enhancers/lastz.maf
chr3R_15286228-15286550__chr3R_15289850-15290050	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003721_vm_sm/chr3R_15286228-15286550__chr3R_15289850-15290050/alignments/enhancers/lastz.maf
chr3R_15286228-15286550__chr3R_15309823-15310090	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003721_vm_sm/chr3R_15286228-15286550__chr3R_15309823-15310090/alignments/enhancers/lastz.maf
chr3R_15286228-15286550__chr3R_15311608-15312057	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003721_vm_sm/chr3R_15286228-15286550__chr3R_15311608-15312057/alignments/enhancers/lastz.maf
chr3R_15289850-15290050__chr3R_15309823-15310090	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003721_vm_sm/chr3R_15289850-15290050__chr3R_15309823-15310090/alignments/enhancers/lastz.maf
chr3R_15289850-15290050__chr3R_15311608-15312057	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003721_vm_sm/chr3R_15289850-15290050__chr3R_15311608-15312057/alignments/enhancers/lastz.maf
chr3R_15309823-15310090__chr3R_15311608-15312057	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003721_vm_sm/chr3R_15309823-15310090__chr3R_15311608-15312057/alignments/enhancers/lastz.maf
chr2R_21145088-21145606__chr2R_21164556-21164883	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003731_Spearman/chr2R_21145088-21145606__chr2R_21164556-21164883/alignments/enhancers/lastz.maf
chr2R_21145088-21145606__chr2R_21165406-21165606	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003731_meso/chr2R_21145088-21145606__chr2R_21165406-21165606/alignments/enhancers/lastz.maf
chr2L_21736607-21736899__chr2L_21797958-21798158	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003866_meso/chr2L_21736607-21736899__chr2L_21797958-21798158/alignments/enhancers/lastz.maf
chr2L_21736607-21736899__chr2L_21831155-21831728	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003866_meso/chr2L_21736607-21736899__chr2L_21831155-21831728/alignments/enhancers/lastz.maf
chr2L_21736607-21736899__chr2L_21835079-21835348	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003866_meso/chr2L_21736607-21736899__chr2L_21835079-21835348/alignments/enhancers/lastz.maf
chr2L_21736607-21736899__chr2L_21840673-21841262	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003866_meso/chr2L_21736607-21736899__chr2L_21840673-21841262/alignments/enhancers/lastz.maf
chr2L_21797958-21798158__chr2L_21831155-21831728	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003866_meso/chr2L_21797958-21798158__chr2L_21831155-21831728/alignments/enhancers/lastz.maf
chr2L_21797958-21798158__chr2L_21835079-21835348	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003866_meso/chr2L_21797958-21798158__chr2L_21835079-21835348/alignments/enhancers/lastz.maf
chr2L_21797958-21798158__chr2L_21840673-21841262	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003866_meso/chr2L_21797958-21798158__chr2L_21840673-21841262/alignments/enhancers/lastz.maf
chr2L_21831155-21831728__chr2L_21835079-21835348	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003866_meso/chr2L_21831155-21831728__chr2L_21835079-21835348/alignments/enhancers/lastz.maf
