gene_label	pair_dir	enhancer_id	flank_side	chrom	start	end	length	is_intervening_inner	restricted_by_other_enhancers	truncated_at_boundary	softmasked_bases	masked_source	fasta_path
FBgn0000014_vm	FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16813228-16813680	chr3R:16813228-16813680	LEFT	chr3R	16810728	16813228	2500	0	0	0	124	RepeatMasker	FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16813228-16813680/chr3R_16810728-16813228_LEFT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16813228-16813680	chr3R:16813228-16813680	RIGHT	chr3R	16813680	16814262	582	0	1	0	0	RepeatMasker	FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16813228-16813680/chr3R_16813680-16814262_RIGHT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16814262-16814590	chr3R:16737098-16737410	LEFT	chr3R	16734598	16737098	2500	0	0	0	90	RepeatMasker	FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16814262-16814590/chr3R_16734598-16737098_LEFT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16814262-16814590	chr3R:16737098-16737410	RIGHT	chr3R	16737410	16739910	2500	0	0	0	188	RepeatMasker	FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16814262-16814590/chr3R_16737410-16739910_RIGHT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16814262-16814590	chr3R:16814262-16814590	LEFT	chr3R	16813680	16814262	582	0	1	0	0	RepeatMasker	FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16814262-16814590/chr3R_16813680-16814262_LEFT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16814262-16814590	chr3R:16814262-16814590	RIGHT	chr3R	16814590	16817090	2500	0	0	0	121	RepeatMasker	FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16814262-16814590/chr3R_16814590-16817090_RIGHT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16841943-16842333	chr3R:16737098-16737410	LEFT	chr3R	16734598	16737098	2500	0	0	0	90	RepeatMasker	FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16841943-16842333/chr3R_16734598-16737098_LEFT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16841943-16842333	chr3R:16737098-16737410	RIGHT	chr3R	16737410	16739910	2500	0	0	0	188	RepeatMasker	FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16841943-16842333/chr3R_16737410-16739910_RIGHT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16841943-16842333	chr3R:16841943-16842333	LEFT	chr3R	16839443	16841943	2500	0	0	0	0	RepeatMasker	FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16841943-16842333/chr3R_16839443-16841943_LEFT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16841943-16842333	chr3R:16841943-16842333	RIGHT	chr3R	16842333	16844833	2500	0	0	0	42	RepeatMasker	FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16841943-16842333/chr3R_16842333-16844833_RIGHT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16904976-16905213	chr3R:16737098-16737410	LEFT	chr3R	16734598	16737098	2500	0	0	0	90	RepeatMasker	FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16904976-16905213/chr3R_16734598-16737098_LEFT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16904976-16905213	chr3R:16737098-16737410	RIGHT	chr3R	16737410	16739910	2500	0	0	0	188	RepeatMasker	FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16904976-16905213/chr3R_16737410-16739910_RIGHT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16904976-16905213	chr3R:16904976-16905213	LEFT	chr3R	16902476	16904976	2500	0	0	0	54	RepeatMasker	FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16904976-16905213/chr3R_16902476-16904976_LEFT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16904976-16905213	chr3R:16904976-16905213	RIGHT	chr3R	16905213	16907713	2500	0	0	0	126	RepeatMasker	FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16904976-16905213/chr3R_16905213-16907713_RIGHT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16814262-16814590	chr3R:16813228-16813680	LEFT	chr3R	16810728	16813228	2500	0	0	0	124	RepeatMasker	FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16814262-16814590/chr3R_16810728-16813228_LEFT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16814262-16814590	chr3R:16813228-16813680	RIGHT	chr3R	16813680	16814262	582	1	0	0	0	RepeatMasker	FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16814262-16814590/chr3R_16813680-16814262_RIGHT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16814262-16814590	chr3R:16814262-16814590	LEFT	chr3R	16813680	16814262	582	1	0	0	0	RepeatMasker	FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16814262-16814590/chr3R_16813680-16814262_LEFT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16814262-16814590	chr3R:16814262-16814590	RIGHT	chr3R	16814590	16817090	2500	0	0	0	121	RepeatMasker	FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16814262-16814590/chr3R_16814590-16817090_RIGHT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16841943-16842333	chr3R:16813228-16813680	LEFT	chr3R	16810728	16813228	2500	0	0	0	124	RepeatMasker	FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16841943-16842333/chr3R_16810728-16813228_LEFT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16841943-16842333	chr3R:16813228-16813680	RIGHT	chr3R	16813680	16814262	582	0	1	0	0	RepeatMasker	FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16841943-16842333/chr3R_16813680-16814262_RIGHT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16841943-16842333	chr3R:16841943-16842333	LEFT	chr3R	16839443	16841943	2500	0	0	0	0	RepeatMasker	FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16841943-16842333/chr3R_16839443-16841943_LEFT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16841943-16842333	chr3R:16841943-16842333	RIGHT	chr3R	16842333	16844833	2500	0	0	0	42	RepeatMasker	FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16841943-16842333/chr3R_16842333-16844833_RIGHT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16904976-16905213	chr3R:16813228-16813680	LEFT	chr3R	16810728	16813228	2500	0	0	0	124	RepeatMasker	FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16904976-16905213/chr3R_16810728-16813228_LEFT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16904976-16905213	chr3R:16813228-16813680	RIGHT	chr3R	16813680	16814262	582	0	1	0	0	RepeatMasker	FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16904976-16905213/chr3R_16813680-16814262_RIGHT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16904976-16905213	chr3R:16904976-16905213	LEFT	chr3R	16902476	16904976	2500	0	0	0	54	RepeatMasker	FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16904976-16905213/chr3R_16902476-16904976_LEFT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16904976-16905213	chr3R:16904976-16905213	RIGHT	chr3R	16905213	16907713	2500	0	0	0	126	RepeatMasker	FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16904976-16905213/chr3R_16905213-16907713_RIGHT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16814262-16814590__chr3R_16841943-16842333	chr3R:16814262-16814590	LEFT	chr3R	16813680	16814262	582	0	1	0	0	RepeatMasker	FBgn0000014_vm/chr3R_16814262-16814590__chr3R_16841943-16842333/chr3R_16813680-16814262_LEFT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16814262-16814590__chr3R_16841943-16842333	chr3R:16814262-16814590	RIGHT	chr3R	16814590	16817090	2500	0	0	0	121	RepeatMasker	FBgn0000014_vm/chr3R_16814262-16814590__chr3R_16841943-16842333/chr3R_16814590-16817090_RIGHT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16814262-16814590__chr3R_16841943-16842333	chr3R:16841943-16842333	LEFT	chr3R	16839443	16841943	2500	0	0	0	0	RepeatMasker	FBgn0000014_vm/chr3R_16814262-16814590__chr3R_16841943-16842333/chr3R_16839443-16841943_LEFT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16814262-16814590__chr3R_16841943-16842333	chr3R:16841943-16842333	RIGHT	chr3R	16842333	16844833	2500	0	0	0	42	RepeatMasker	FBgn0000014_vm/chr3R_16814262-16814590__chr3R_16841943-16842333/chr3R_16842333-16844833_RIGHT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16814262-16814590__chr3R_16904976-16905213	chr3R:16814262-16814590	LEFT	chr3R	16813680	16814262	582	0	1	0	0	RepeatMasker	FBgn0000014_vm/chr3R_16814262-16814590__chr3R_16904976-16905213/chr3R_16813680-16814262_LEFT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16814262-16814590__chr3R_16904976-16905213	chr3R:16814262-16814590	RIGHT	chr3R	16814590	16817090	2500	0	0	0	121	RepeatMasker	FBgn0000014_vm/chr3R_16814262-16814590__chr3R_16904976-16905213/chr3R_16814590-16817090_RIGHT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16814262-16814590__chr3R_16904976-16905213	chr3R:16904976-16905213	LEFT	chr3R	16902476	16904976	2500	0	0	0	54	RepeatMasker	FBgn0000014_vm/chr3R_16814262-16814590__chr3R_16904976-16905213/chr3R_16902476-16904976_LEFT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16814262-16814590__chr3R_16904976-16905213	chr3R:16904976-16905213	RIGHT	chr3R	16905213	16907713	2500	0	0	0	126	RepeatMasker	FBgn0000014_vm/chr3R_16814262-16814590__chr3R_16904976-16905213/chr3R_16905213-16907713_RIGHT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16841943-16842333__chr3R_16904976-16905213	chr3R:16841943-16842333	LEFT	chr3R	16839443	16841943	2500	0	0	0	0	RepeatMasker	FBgn0000014_vm/chr3R_16841943-16842333__chr3R_16904976-16905213/chr3R_16839443-16841943_LEFT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16841943-16842333__chr3R_16904976-16905213	chr3R:16841943-16842333	RIGHT	chr3R	16842333	16844833	2500	0	0	0	42	RepeatMasker	FBgn0000014_vm/chr3R_16841943-16842333__chr3R_16904976-16905213/chr3R_16842333-16844833_RIGHT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16841943-16842333__chr3R_16904976-16905213	chr3R:16904976-16905213	LEFT	chr3R	16902476	16904976	2500	0	0	0	54	RepeatMasker	FBgn0000014_vm/chr3R_16841943-16842333__chr3R_16904976-16905213/chr3R_16902476-16904976_LEFT.fa
FBgn0000014_vm	FBgn0000014_vm/chr3R_16841943-16842333__chr3R_16904976-16905213	chr3R:16904976-16905213	RIGHT	chr3R	16905213	16907713	2500	0	0	0	126	RepeatMasker	FBgn0000014_vm/chr3R_16841943-16842333__chr3R_16904976-16905213/chr3R_16905213-16907713_RIGHT.fa
FBgn0000015_vm	FBgn0000015_vm/chr3R_16938077-16938336__chr3R_16981038-16981250	chr3R:16938077-16938336	LEFT	chr3R	16935577	16938077	2500	0	0	0	157	RepeatMasker	FBgn0000015_vm/chr3R_16938077-16938336__chr3R_16981038-16981250/chr3R_16935577-16938077_LEFT.fa
FBgn0000015_vm	FBgn0000015_vm/chr3R_16938077-16938336__chr3R_16981038-16981250	chr3R:16938077-16938336	RIGHT	chr3R	16938336	16940836	2500	0	0	0	57	RepeatMasker	FBgn0000015_vm/chr3R_16938077-16938336__chr3R_16981038-16981250/chr3R_16938336-16940836_RIGHT.fa
FBgn0000015_vm	FBgn0000015_vm/chr3R_16938077-16938336__chr3R_16981038-16981250	chr3R:16981038-16981250	LEFT	chr3R	16978538	16981038	2500	0	0	0	0	RepeatMasker	FBgn0000015_vm/chr3R_16938077-16938336__chr3R_16981038-16981250/chr3R_16978538-16981038_LEFT.fa
FBgn0000015_vm	FBgn0000015_vm/chr3R_16938077-16938336__chr3R_16981038-16981250	chr3R:16981038-16981250	RIGHT	chr3R	16981250	16983750	2500	0	0	0	67	RepeatMasker	FBgn0000015_vm/chr3R_16938077-16938336__chr3R_16981038-16981250/chr3R_16981250-16983750_RIGHT.fa
FBgn0000046_vm	FBgn0000046_vm/chr3R_13424734-13425026__chr3R_13448043-13448596	chr3R:13424734-13425026	LEFT	chr3R	13422234	13424734	2500	0	0	0	0	RepeatMasker	FBgn0000046_vm/chr3R_13424734-13425026__chr3R_13448043-13448596/chr3R_13422234-13424734_LEFT.fa
FBgn0000046_vm	FBgn0000046_vm/chr3R_13424734-13425026__chr3R_13448043-13448596	chr3R:13424734-13425026	RIGHT	chr3R	13425026	13427526	2500	0	0	0	84	RepeatMasker	FBgn0000046_vm/chr3R_13424734-13425026__chr3R_13448043-13448596/chr3R_13425026-13427526_RIGHT.fa
FBgn0000046_vm	FBgn0000046_vm/chr3R_13424734-13425026__chr3R_13448043-13448596	chr3R:13448043-13448596	LEFT	chr3R	13445543	13448043	2500	0	0	0	104	RepeatMasker	FBgn0000046_vm/chr3R_13424734-13425026__chr3R_13448043-13448596/chr3R_13445543-13448043_LEFT.fa
FBgn0000046_vm	FBgn0000046_vm/chr3R_13424734-13425026__chr3R_13448043-13448596	chr3R:13448043-13448596	RIGHT	chr3R	13448596	13448995	399	0	1	0	0	RepeatMasker	FBgn0000046_vm/chr3R_13424734-13425026__chr3R_13448043-13448596/chr3R_13448596-13448995_RIGHT.fa
FBgn0000046_vm	FBgn0000046_vm/chr3R_13424734-13425026__chr3R_13448995-13449256	chr3R:13424734-13425026	LEFT	chr3R	13422234	13424734	2500	0	0	0	0	RepeatMasker	FBgn0000046_vm/chr3R_13424734-13425026__chr3R_13448995-13449256/chr3R_13422234-13424734_LEFT.fa
FBgn0000046_vm	FBgn0000046_vm/chr3R_13424734-13425026__chr3R_13448995-13449256	chr3R:13424734-13425026	RIGHT	chr3R	13425026	13427526	2500	0	0	0	84	RepeatMasker	FBgn0000046_vm/chr3R_13424734-13425026__chr3R_13448995-13449256/chr3R_13425026-13427526_RIGHT.fa
FBgn0000046_vm	FBgn0000046_vm/chr3R_13424734-13425026__chr3R_13448995-13449256	chr3R:13448995-13449256	LEFT	chr3R	13448596	13448995	399	0	1	0	0	RepeatMasker	FBgn0000046_vm/chr3R_13424734-13425026__chr3R_13448995-13449256/chr3R_13448596-13448995_LEFT.fa
FBgn0000046_vm	FBgn0000046_vm/chr3R_13424734-13425026__chr3R_13448995-13449256	chr3R:13448995-13449256	RIGHT	chr3R	13449256	13451756	2500	0	0	0	96	RepeatMasker	FBgn0000046_vm/chr3R_13424734-13425026__chr3R_13448995-13449256/chr3R_13449256-13451756_RIGHT.fa
FBgn0000046_vm	FBgn0000046_vm/chr3R_13448043-13448596__chr3R_13448995-13449256	chr3R:13448043-13448596	LEFT	chr3R	13445543	13448043	2500	0	0	0	104	RepeatMasker	FBgn0000046_vm/chr3R_13448043-13448596__chr3R_13448995-13449256/chr3R_13445543-13448043_LEFT.fa
FBgn0000046_vm	FBgn0000046_vm/chr3R_13448043-13448596__chr3R_13448995-13449256	chr3R:13448043-13448596	RIGHT	chr3R	13448596	13448995	399	1	0	0	0	RepeatMasker	FBgn0000046_vm/chr3R_13448043-13448596__chr3R_13448995-13449256/chr3R_13448596-13448995_RIGHT.fa
FBgn0000046_vm	FBgn0000046_vm/chr3R_13448043-13448596__chr3R_13448995-13449256	chr3R:13448995-13449256	LEFT	chr3R	13448596	13448995	399	1	0	0	0	RepeatMasker	FBgn0000046_vm/chr3R_13448043-13448596__chr3R_13448995-13449256/chr3R_13448596-13448995_LEFT.fa
FBgn0000046_vm	FBgn0000046_vm/chr3R_13448043-13448596__chr3R_13448995-13449256	chr3R:13448995-13449256	RIGHT	chr3R	13449256	13451756	2500	0	0	0	96	RepeatMasker	FBgn0000046_vm/chr3R_13448043-13448596__chr3R_13448995-13449256/chr3R_13449256-13451756_RIGHT.fa
FBgn0000636_vm	FBgn0000636_vm/chr2L_18315739-18316039__chr2L_18329506-18330029	chr2L:18315739-18316039	LEFT	chr2L	18313239	18315739	2500	0	0	0	119	RepeatMasker	FBgn0000636_vm/chr2L_18315739-18316039__chr2L_18329506-18330029/chr2L_18313239-18315739_LEFT.fa
FBgn0000636_vm	FBgn0000636_vm/chr2L_18315739-18316039__chr2L_18329506-18330029	chr2L:18315739-18316039	RIGHT	chr2L	18316039	18318539	2500	0	0	0	43	RepeatMasker	FBgn0000636_vm/chr2L_18315739-18316039__chr2L_18329506-18330029/chr2L_18316039-18318539_RIGHT.fa
FBgn0000636_vm	FBgn0000636_vm/chr2L_18315739-18316039__chr2L_18329506-18330029	chr2L:18329506-18330029	LEFT	chr2L	18327006	18329506	2500	0	0	0	115	RepeatMasker	FBgn0000636_vm/chr2L_18315739-18316039__chr2L_18329506-18330029/chr2L_18327006-18329506_LEFT.fa
FBgn0000636_vm	FBgn0000636_vm/chr2L_18315739-18316039__chr2L_18329506-18330029	chr2L:18329506-18330029	RIGHT	chr2L	18330029	18331524	1495	0	1	0	0	RepeatMasker	FBgn0000636_vm/chr2L_18315739-18316039__chr2L_18329506-18330029/chr2L_18330029-18331524_RIGHT.fa
FBgn0000636_vm	FBgn0000636_vm/chr2L_18315739-18316039__chr2L_18331524-18331944	chr2L:18315739-18316039	LEFT	chr2L	18313239	18315739	2500	0	0	0	119	RepeatMasker	FBgn0000636_vm/chr2L_18315739-18316039__chr2L_18331524-18331944/chr2L_18313239-18315739_LEFT.fa
FBgn0000636_vm	FBgn0000636_vm/chr2L_18315739-18316039__chr2L_18331524-18331944	chr2L:18315739-18316039	RIGHT	chr2L	18316039	18318539	2500	0	0	0	43	RepeatMasker	FBgn0000636_vm/chr2L_18315739-18316039__chr2L_18331524-18331944/chr2L_18316039-18318539_RIGHT.fa
FBgn0000636_vm	FBgn0000636_vm/chr2L_18315739-18316039__chr2L_18331524-18331944	chr2L:18331524-18331944	LEFT	chr2L	18330029	18331524	1495	0	1	0	0	RepeatMasker	FBgn0000636_vm/chr2L_18315739-18316039__chr2L_18331524-18331944/chr2L_18330029-18331524_LEFT.fa
FBgn0000636_vm	FBgn0000636_vm/chr2L_18315739-18316039__chr2L_18331524-18331944	chr2L:18331524-18331944	RIGHT	chr2L	18331944	18332556	612	0	1	0	0	RepeatMasker	FBgn0000636_vm/chr2L_18315739-18316039__chr2L_18331524-18331944/chr2L_18331944-18332556_RIGHT.fa
FBgn0000636_vm	FBgn0000636_vm/chr2L_18315739-18316039__chr2L_18332556-18332942	chr2L:18315739-18316039	LEFT	chr2L	18313239	18315739	2500	0	0	0	119	RepeatMasker	FBgn0000636_vm/chr2L_18315739-18316039__chr2L_18332556-18332942/chr2L_18313239-18315739_LEFT.fa
FBgn0000636_vm	FBgn0000636_vm/chr2L_18315739-18316039__chr2L_18332556-18332942	chr2L:18315739-18316039	RIGHT	chr2L	18316039	18318539	2500	0	0	0	43	RepeatMasker	FBgn0000636_vm/chr2L_18315739-18316039__chr2L_18332556-18332942/chr2L_18316039-18318539_RIGHT.fa
FBgn0000636_vm	FBgn0000636_vm/chr2L_18315739-18316039__chr2L_18332556-18332942	chr2L:18332556-18332942	LEFT	chr2L	18331944	18332556	612	0	1	0	0	RepeatMasker	FBgn0000636_vm/chr2L_18315739-18316039__chr2L_18332556-18332942/chr2L_18331944-18332556_LEFT.fa
FBgn0000636_vm	FBgn0000636_vm/chr2L_18315739-18316039__chr2L_18332556-18332942	chr2L:18332556-18332942	RIGHT	chr2L	18332942	18335442	2500	0	0	0	0	RepeatMasker	FBgn0000636_vm/chr2L_18315739-18316039__chr2L_18332556-18332942/chr2L_18332942-18335442_RIGHT.fa
FBgn0000636_vm	FBgn0000636_vm/chr2L_18329506-18330029__chr2L_18331524-18331944	chr2L:18329506-18330029	LEFT	chr2L	18327006	18329506	2500	0	0	0	115	RepeatMasker	FBgn0000636_vm/chr2L_18329506-18330029__chr2L_18331524-18331944/chr2L_18327006-18329506_LEFT.fa
FBgn0000636_vm	FBgn0000636_vm/chr2L_18329506-18330029__chr2L_18331524-18331944	chr2L:18329506-18330029	RIGHT	chr2L	18330029	18331524	1495	1	0	0	0	RepeatMasker	FBgn0000636_vm/chr2L_18329506-18330029__chr2L_18331524-18331944/chr2L_18330029-18331524_RIGHT.fa
FBgn0000636_vm	FBgn0000636_vm/chr2L_18329506-18330029__chr2L_18331524-18331944	chr2L:18331524-18331944	LEFT	chr2L	18330029	18331524	1495	1	0	0	0	RepeatMasker	FBgn0000636_vm/chr2L_18329506-18330029__chr2L_18331524-18331944/chr2L_18330029-18331524_LEFT.fa
FBgn0000636_vm	FBgn0000636_vm/chr2L_18329506-18330029__chr2L_18331524-18331944	chr2L:18331524-18331944	RIGHT	chr2L	18331944	18332556	612	0	1	0	0	RepeatMasker	FBgn0000636_vm/chr2L_18329506-18330029__chr2L_18331524-18331944/chr2L_18331944-18332556_RIGHT.fa
FBgn0000636_vm	FBgn0000636_vm/chr2L_18329506-18330029__chr2L_18332556-18332942	chr2L:18329506-18330029	LEFT	chr2L	18327006	18329506	2500	0	0	0	115	RepeatMasker	FBgn0000636_vm/chr2L_18329506-18330029__chr2L_18332556-18332942/chr2L_18327006-18329506_LEFT.fa
FBgn0000636_vm	FBgn0000636_vm/chr2L_18329506-18330029__chr2L_18332556-18332942	chr2L:18329506-18330029	RIGHT	chr2L	18330029	18331524	1495	1	1	0	0	RepeatMasker	FBgn0000636_vm/chr2L_18329506-18330029__chr2L_18332556-18332942/chr2L_18330029-18331524_RIGHT.fa
FBgn0000636_vm	FBgn0000636_vm/chr2L_18329506-18330029__chr2L_18332556-18332942	chr2L:18332556-18332942	LEFT	chr2L	18331944	18332556	612	1	1	0	0	RepeatMasker	FBgn0000636_vm/chr2L_18329506-18330029__chr2L_18332556-18332942/chr2L_18331944-18332556_LEFT.fa
FBgn0000636_vm	FBgn0000636_vm/chr2L_18329506-18330029__chr2L_18332556-18332942	chr2L:18332556-18332942	RIGHT	chr2L	18332942	18335442	2500	0	0	0	0	RepeatMasker	FBgn0000636_vm/chr2L_18329506-18330029__chr2L_18332556-18332942/chr2L_18332942-18335442_RIGHT.fa
FBgn0000636_vm	FBgn0000636_vm/chr2L_18331524-18331944__chr2L_18332556-18332942	chr2L:18331524-18331944	LEFT	chr2L	18330029	18331524	1495	0	1	0	0	RepeatMasker	FBgn0000636_vm/chr2L_18331524-18331944__chr2L_18332556-18332942/chr2L_18330029-18331524_LEFT.fa
FBgn0000636_vm	FBgn0000636_vm/chr2L_18331524-18331944__chr2L_18332556-18332942	chr2L:18331524-18331944	RIGHT	chr2L	18331944	18332556	612	1	0	0	0	RepeatMasker	FBgn0000636_vm/chr2L_18331524-18331944__chr2L_18332556-18332942/chr2L_18331944-18332556_RIGHT.fa
FBgn0000636_vm	FBgn0000636_vm/chr2L_18331524-18331944__chr2L_18332556-18332942	chr2L:18332556-18332942	LEFT	chr2L	18331944	18332556	612	1	0	0	0	RepeatMasker	FBgn0000636_vm/chr2L_18331524-18331944__chr2L_18332556-18332942/chr2L_18331944-18332556_LEFT.fa
FBgn0000636_vm	FBgn0000636_vm/chr2L_18331524-18331944__chr2L_18332556-18332942	chr2L:18332556-18332942	RIGHT	chr2L	18332942	18335442	2500	0	0	0	0	RepeatMasker	FBgn0000636_vm/chr2L_18331524-18331944__chr2L_18332556-18332942/chr2L_18332942-18335442_RIGHT.fa
FBgn0000667_vm	FBgn0000667_vm/chrX_1936833-1937033__chrX_1947402-1947602	chrX:1936833-1937033	LEFT	chrX	1934333	1936833	2500	0	0	0	2500	RepeatMasker	FBgn0000667_vm/chrX_1936833-1937033__chrX_1947402-1947602/chrX_1934333-1936833_LEFT.fa
FBgn0000667_vm	FBgn0000667_vm/chrX_1936833-1937033__chrX_1947402-1947602	chrX:1936833-1937033	RIGHT	chrX	1937033	1939533	2500	0	0	0	1072	RepeatMasker	FBgn0000667_vm/chrX_1936833-1937033__chrX_1947402-1947602/chrX_1937033-1939533_RIGHT.fa
FBgn0000667_vm	FBgn0000667_vm/chrX_1936833-1937033__chrX_1947402-1947602	chrX:1947402-1947602	LEFT	chrX	1944902	1947402	2500	0	0	0	129	RepeatMasker	FBgn0000667_vm/chrX_1936833-1937033__chrX_1947402-1947602/chrX_1944902-1947402_LEFT.fa
FBgn0000667_vm	FBgn0000667_vm/chrX_1936833-1937033__chrX_1947402-1947602	chrX:1947402-1947602	RIGHT	chrX	1947602	1950102	2500	0	0	0	159	RepeatMasker	FBgn0000667_vm/chrX_1936833-1937033__chrX_1947402-1947602/chrX_1947602-1950102_RIGHT.fa
FBgn0000667_vm	FBgn0000667_vm/chrX_1936833-1937033__chrX_1967981-1968192	chrX:1936833-1937033	LEFT	chrX	1934333	1936833	2500	0	0	0	2500	RepeatMasker	FBgn0000667_vm/chrX_1936833-1937033__chrX_1967981-1968192/chrX_1934333-1936833_LEFT.fa
FBgn0000667_vm	FBgn0000667_vm/chrX_1936833-1937033__chrX_1967981-1968192	chrX:1936833-1937033	RIGHT	chrX	1937033	1939533	2500	0	0	0	1072	RepeatMasker	FBgn0000667_vm/chrX_1936833-1937033__chrX_1967981-1968192/chrX_1937033-1939533_RIGHT.fa
FBgn0000667_vm	FBgn0000667_vm/chrX_1936833-1937033__chrX_1967981-1968192	chrX:1967981-1968192	LEFT	chrX	1965481	1967981	2500	0	0	0	237	RepeatMasker	FBgn0000667_vm/chrX_1936833-1937033__chrX_1967981-1968192/chrX_1965481-1967981_LEFT.fa
FBgn0000667_vm	FBgn0000667_vm/chrX_1936833-1937033__chrX_1967981-1968192	chrX:1967981-1968192	RIGHT	chrX	1968192	1970692	2500	0	0	0	247	RepeatMasker	FBgn0000667_vm/chrX_1936833-1937033__chrX_1967981-1968192/chrX_1968192-1970692_RIGHT.fa
FBgn0000667_vm	FBgn0000667_vm/chrX_1936833-1937033__chrX_1994981-1995181	chrX:1936833-1937033	LEFT	chrX	1934333	1936833	2500	0	0	0	2500	RepeatMasker	FBgn0000667_vm/chrX_1936833-1937033__chrX_1994981-1995181/chrX_1934333-1936833_LEFT.fa
FBgn0000667_vm	FBgn0000667_vm/chrX_1936833-1937033__chrX_1994981-1995181	chrX:1936833-1937033	RIGHT	chrX	1937033	1939533	2500	0	0	0	1072	RepeatMasker	FBgn0000667_vm/chrX_1936833-1937033__chrX_1994981-1995181/chrX_1937033-1939533_RIGHT.fa
FBgn0000667_vm	FBgn0000667_vm/chrX_1936833-1937033__chrX_1994981-1995181	chrX:1994981-1995181	LEFT	chrX	1992481	1994981	2500	0	0	0	667	RepeatMasker	FBgn0000667_vm/chrX_1936833-1937033__chrX_1994981-1995181/chrX_1992481-1994981_LEFT.fa
