pair_dir	is_close_gap	is_adjacent_neighbors	LL_hit	RR_hit	LR_hit	RL_hit	LL_RR_double_hit	LR_RL_double_hit	any_double_hit	double_hit_type	best_double_hit_comparison	best_double_hit_evalue	best_double_hit_bitscore	best_double_hit_neg_log10_evalue
FBgn0003866_meso/chr2L_21831155-21831728__chr2L_21835079-21835348	True	True	1	1	0	0	1	0	1	LL_RR	RR	0.085	27.4	1.0705810742857071
FBgn0003866_meso/chr2L_21831155-21831728__chr2L_21840673-21841262	False	False	1	1	1	0	1	0	1	LL_RR	LL	0.064	27.4	1.193820026016113
FBgn0003866_meso/chr2L_21835079-21835348__chr2L_21840673-21841262	False	False	1	0	1	0	0	0	0	NONE				
FBgn0003888_vm/chr2R_23903917-23904191__chr2R_23929145-23929692	False	False	1	1	1	0	1	0	1	LL_RR	LL	0.22	25.6	0.6575773191777937
FBgn0003889_sm/chr3R_9393661-9394054__chr3R_9394057-9394430	True	True	0	0	1	0	0	0	0	NONE				
FBgn0003889_sm/chr3R_9393661-9394054__chr3R_9417532-9417927	False	False	1	0	1	0	0	0	0	NONE				
FBgn0003889_sm/chr3R_9393661-9394054__chr3R_9436206-9436581	False	False	1	0	1	0	0	0	0	NONE				
FBgn0003889_sm/chr3R_9393661-9394054__chr3R_9437719-9437919	False	False	1	0	1	0	0	0	0	NONE				
FBgn0003889_sm/chr3R_9394057-9394430__chr3R_9417532-9417927	False	False	0	1	0	1	0	0	0	NONE				
FBgn0003889_sm/chr3R_9394057-9394430__chr3R_9436206-9436581	False	False	0	1	0	1	0	0	0	NONE				
FBgn0003889_sm/chr3R_9394057-9394430__chr3R_9437719-9437919	False	False	0	1	0	1	0	0	0	NONE				
FBgn0003889_sm/chr3R_9417532-9417927__chr3R_9436206-9436581	False	False	1	1	1	1	1	1	1	BOTH	LL	0.018	29.2	1.744727494896694
FBgn0003889_sm/chr3R_9417532-9417927__chr3R_9437719-9437919	False	False	1	1	1	1	1	1	1	BOTH	RL	0.029	26.5	1.537602002101044
FBgn0003889_sm/chr3R_9436206-9436581__chr3R_9437719-9437919	True	True	1	1	1	0	1	0	1	LL_RR	RR	0.000194	33.7	3.712198270069774
FBgn0003984_vm/chr3L_5811621-5811828__chr3L_5821284-5821579	False	False	1	1	0	1	1	0	1	LL_RR	RR	0.22	24.7	0.6575773191777937
FBgn0003984_vm/chr3L_5811621-5811828__chr3L_5825323-5825765	False	False	0	1	0	1	0	0	0	NONE				
FBgn0003984_vm/chr3L_5821284-5821579__chr3L_5825323-5825765	True	True	1	0	1	0	0	0	0	NONE				
FBgn0003997_Spearman/chr3L_18177706-18178000__chr3L_18188992-18189399	False	False	1	1	1	1	1	1	1	BOTH	LR	0.000428	33.7	3.3685562309868278
FBgn0003997_Spearman/chr3L_18177706-18178000__chr3L_18193476-18193931	False	False	1	1	1	1	1	1	1	BOTH	LL	0.000428	33.7	3.3685562309868278
FBgn0003997_Spearman/chr3L_18177706-18178000__chr3L_18241081-18241477	False	False	1	1	1	1	1	1	1	BOTH	LR	8.26e-07	42.8	6.083019952679618
FBgn0003997_Spearman/chr3L_18177706-18178000__chr3L_18244888-18245144	False	False	1	1	1	1	1	1	1	BOTH	LL	8.26e-07	42.8	6.083019952679618
FBgn0003997_Spearman/chr3L_18188992-18189399__chr3L_18193476-18193931	True	True	1	1	1	0	1	0	1	LL_RR	LL	4.71e-06	41.0	5.326979092871104
FBgn0003997_Spearman/chr3L_18188992-18189399__chr3L_18241081-18241477	False	False	1	1	1	1	1	1	1	BOTH	LL	2.88e-06	41.0	5.540607512240769
FBgn0003997_Spearman/chr3L_18188992-18189399__chr3L_18244888-18245144	False	False	1	1	1	1	1	1	1	BOTH	RL	0.000123	35.6	3.910094888560602
FBgn0003997_Spearman/chr3L_18193476-18193931__chr3L_18241081-18241477	False	False	1	1	1	1	1	1	1	BOTH	RR	0.000123	36.5	3.910094888560602
FBgn0003997_Spearman/chr3L_18193476-18193931__chr3L_18244888-18245144	False	False	1	1	1	1	1	1	1	BOTH	LL	0.000123	35.6	3.910094888560602
FBgn0003997_Spearman/chr3L_18241081-18241477__chr3L_18244888-18245144	True	True	1	1	1	0	1	0	1	LL_RR	RR	0.007	31.0	2.154901959985743
FBgn0003997_meso/chr3L_18188992-18189399__chr3L_18288111-18288550	False	False	1	1	1	1	1	1	1	BOTH	RR	0.001	31.9	3.0
FBgn0003997_vm/chr3L_18216020-18216270__chr3L_18223141-18223473	False	False	1	0	1	1	0	1	1	LR_RL	LR	0.064	26.5	1.193820026016113
FBgn0003997_vm/chr3L_18216020-18216270__chr3L_18253096-18253493	False	False	1	1	1	1	1	1	1	BOTH	LR	0.018	29.2	1.744727494896694
FBgn0003997_vm/chr3L_18223141-18223473__chr3L_18253096-18253493	False	False	1	1	1	1	1	1	1	BOTH	LL	1.01e-05	40.1	4.995678626217358
FBgn0004009_Spearman/chr2L_7300056-7300353__chr2L_7310393-7310593	False	False	1	1	0	1	1	0	1	LL_RR	RR	0.003	30.1	2.5228787452803374
FBgn0004009_Spearman/chr2L_7300056-7300353__chr2L_7312164-7312502	False	False	0	1	1	1	0	1	1	LR_RL	RL	0.003	30.1	2.5228787452803374
FBgn0004009_Spearman/chr2L_7310393-7310593__chr2L_7312164-7312502	True	True	1	0	1	0	0	0	0	NONE				
FBgn0004028_sm/chrX_18040570-18040954__chrX_18056747-18057063	False	False	1	1	1	1	1	1	1	BOTH	RR	0.13	25.6	0.8860566476931632
FBgn0004028_sm/chrX_18040570-18040954__chrX_18058581-18058805	False	False	1	1	1	1	1	1	1	BOTH	LR	0.005	31.0	2.3010299956639813
FBgn0004028_sm/chrX_18040570-18040954__chrX_18077576-18077881	False	False	0	1	1	1	0	1	1	LR_RL	RL	0.064	27.4	1.193820026016113
FBgn0004028_sm/chrX_18056747-18057063__chrX_18058581-18058805	True	True	1	1	1	0	1	0	1	LL_RR	LL	0.038	27.4	1.4202164033831899
FBgn0004028_sm/chrX_18056747-18057063__chrX_18077576-18077881	False	False	1	1	1	1	1	1	1	BOTH	LR	8.26e-07	42.8	6.083019952679618
FBgn0004028_sm/chrX_18058581-18058805__chrX_18077576-18077881	False	False	1	1	1	0	1	0	1	LL_RR	RR	0.018	29.2	1.744727494896694
FBgn0004101_vm_sm/chr2R_23924684-23925158__chr2R_23948285-23948607	False	False	1	0	0	1	0	0	0	NONE				
FBgn0004108_vm/chr3L_16739977-16740479__chr3L_16775645-16775870	False	False	1	1	1	0	1	0	1	LL_RR	RR	0.084	25.6	1.0757207139381184
FBgn0004108_vm/chr3L_16739977-16740479__chr3L_16776828-16777028	False	False	1	0	1	1	0	1	1	LR_RL	RL	0.084	25.6	1.0757207139381184
FBgn0004108_vm/chr3L_16775645-16775870__chr3L_16776828-16777028	True	True	1	0	0	0	0	0	0	NONE				
FBgn0004110_vm/chr3R_21388520-21388798__chr3R_21393784-21394075	True	True	1	0	1	0	0	0	0	NONE				
FBgn0004110_vm/chr3R_21388520-21388798__chr3R_21396772-21397111	False	False	1	1	0	0	1	0	1	LL_RR	LL	0.77	23.8	0.11350927482751812
FBgn0004110_vm/chr3R_21388520-21388798__chr3R_21426735-21426998	False	False	1	1	1	1	1	1	1	BOTH	RL	0.018	28.3	1.744727494896694
FBgn0004110_vm/chr3R_21393784-21394075__chr3R_21396772-21397111	True	True	0	1	1	0	0	0	0	NONE				
FBgn0004110_vm/chr3R_21393784-21394075__chr3R_21426735-21426998	False	False	1	1	1	1	1	1	1	BOTH	LL	0.77	23.8	0.11350927482751812
FBgn0004110_vm/chr3R_21396772-21397111__chr3R_21426735-21426998	False	False	1	1	1	1	1	1	1	BOTH	RR	0.064	26.5	1.193820026016113
FBgn0004167_vm/chr3L_3320367-3320567__chr3L_3322687-3323052	True	True	1	1	1	0	1	0	1	LL_RR	LL	0.015	28.3	1.8239087409443189
FBgn0004167_vm/chr3L_3320367-3320567__chr3L_3332328-3333012	False	False	0	1	1	1	0	1	1	LR_RL	RL	0.054	27.4	1.2676062401770316
FBgn0004167_vm/chr3L_3320367-3320567__chr3L_3384074-3384511	False	False	1	1	0	1	1	0	1	LL_RR	RR	0.19	24.7	0.721246399047171
FBgn0004167_vm/chr3L_3322687-3323052__chr3L_3332328-3333012	False	False	1	1	1	1	1	1	1	BOTH	LL	0.054	27.4	1.2676062401770316
FBgn0004167_vm/chr3L_3322687-3323052__chr3L_3384074-3384511	False	False	1	1	1	0	1	0	1	LL_RR	LL	0.19	24.7	0.721246399047171
FBgn0004167_vm/chr3L_3332328-3333012__chr3L_3384074-3384511	False	False	0	1	1	1	0	1	1	LR_RL	LR	0.22	24.7	0.6575773191777937
FBgn0004169_vm_sm/chrX_13540438-13540671__chrX_13541354-13541663	True	True	0	1	1	0	0	0	0	NONE				
FBgn0004169_vm_sm/chrX_13540438-13540671__chrX_13544237-13544746	True	False	1	1	1	1	1	1	1	BOTH	LR	3.51e-05	38.3	4.454692883534176
FBgn0004169_vm_sm/chrX_13540438-13540671__chrX_13566080-13566336	False	False	1	1	1	0	1	0	1	LL_RR	LL	2.88e-06	41.0	5.540607512240769
FBgn0004169_vm_sm/chrX_13541354-13541663__chrX_13544237-13544746	True	True	1	1	1	0	1	0	1	LL_RR	RR	0.019	28.3	1.7212463990471711
FBgn0004169_vm_sm/chrX_13541354-13541663__chrX_13566080-13566336	False	False	0	0	1	1	0	1	1	LR_RL	RL	0.018	28.3	1.744727494896694
FBgn0004169_vm_sm/chrX_13544237-13544746__chrX_13566080-13566336	False	False	1	1	0	1	1	0	1	LL_RR	RR	0.005	31.0	2.3010299956639813
FBgn0004432_Spearman/chrX_16259170-16259635__chrX_16272729-16273509	False	False	1	1	0	0	1	0	1	LL_RR	LL	0.77	22.9	0.11350927482751812
FBgn0004456_Spearman/chrX_13214172-13214372__chrX_13214681-13214911	True	True	0	1	1	0	0	0	0	NONE				
FBgn0004456_sm/chrX_13128708-13129040__chrX_13214681-13214911	False	False	1	0	1	0	0	0	0	NONE				
FBgn0004456_sm/chrX_13128708-13129040__chrX_13217305-13217505	False	False	1	0	0	0	0	0	0	NONE				
FBgn0004456_sm/chrX_13128708-13129040__chrX_13217664-13218019	False	False	0	1	1	0	0	0	0	NONE				
FBgn0004456_sm/chrX_13214681-13214911__chrX_13217305-13217505	True	True	1	0	1	0	0	0	0	NONE				
FBgn0004456_sm/chrX_13214681-13214911__chrX_13217664-13218019	True	False	1	1	1	0	1	0	1	LL_RR	RR	2.76e-06	41.9	5.559090917934783
FBgn0004456_sm/chrX_13217305-13217505__chrX_13217664-13218019	True	True	0	0	1	0	0	0	0	NONE				
FBgn0004569_sm/chr3L_16424269-16424469__chr3L_16463198-16463716	False	False	1	0	1	1	0	1	1	LR_RL	LR	0.77	23.8	0.11350927482751812
FBgn0004580_sm/chr2R_16588244-16588444__chr2R_16601060-16601302	False	False	1	0	1	1	0	1	1	LR_RL	LR	0.77	22.9	0.11350927482751812
FBgn0004606_Spearman/chr3R_30732121-30732337__chr3R_30764337-30764604	False	False	1	1	0	1	1	0	1	LL_RR	RR	0.43	22.9	0.36653154442041347
FBgn0004606_Spearman/chr3R_30732121-30732337__chr3R_30765989-30766189	False	False	0	1	1	1	0	1	1	LR_RL	LR	0.22	25.6	0.6575773191777937
FBgn0004606_Spearman/chr3R_30732121-30732337__chr3R_30780915-30781294	False	False	1	1	0	1	1	0	1	LL_RR	RR	0.018	28.3	1.744727494896694
FBgn0004606_Spearman/chr3R_30732121-30732337__chr3R_30794867-30795176	False	False	1	1	1	1	1	1	1	BOTH	LL	0.77	23.8	0.11350927482751812
FBgn0004606_Spearman/chr3R_30764337-30764604__chr3R_30765989-30766189	True	True	1	1	1	0	1	0	1	LL_RR	LL	0.000823	32.8	3.08460016478773
FBgn0004606_Spearman/chr3R_30764337-30764604__chr3R_30780915-30781294	False	False	1	0	1	1	0	1	1	LR_RL	LR	0.005	31.0	2.3010299956639813
FBgn0004606_Spearman/chr3R_30764337-30764604__chr3R_30794867-30795176	False	False	1	1	1	0	1	0	1	LL_RR	LL	0.000428	33.7	3.3685562309868278
FBgn0004606_Spearman/chr3R_30765989-30766189__chr3R_30780915-30781294	False	False	1	1	0	1	1	0	1	LL_RR	RR	0.018	28.3	1.744727494896694
FBgn0004606_Spearman/chr3R_30765989-30766189__chr3R_30794867-30795176	False	False	0	1	1	1	0	1	1	LR_RL	RL	0.22	25.6	0.6575773191777937
FBgn0004606_Spearman/chr3R_30780915-30781294__chr3R_30794867-30795176	False	False	1	1	1	1	1	1	1	BOTH	RL	0.064	27.4	1.193820026016113
FBgn0004606_meso/chr3R_30754912-30755289__chr3R_30762287-30762650	False	False	1	1	1	1	1	1	1	BOTH	LL	0.77	23.8	0.11350927482751812
FBgn0004606_meso/chr3R_30754912-30755289__chr3R_30770192-30770543	False	False	0	0	1	1	0	1	1	LR_RL	LR	0.018	29.2	1.744727494896694
FBgn0004606_meso/chr3R_30762287-30762650__chr3R_30770192-30770543	False	False	1	1	1	1	1	1	1	BOTH	LR	0.000123	35.6	3.910094888560602
FBgn0004606_sm/chr3R_30770192-30770543__chr3R_30796870-30797305	False	False	1	1	1	0	1	0	1	LL_RR	LL	0.22	24.7	0.6575773191777937
FBgn0004606_sm/chr3R_30770192-30770543__chr3R_30805779-30805979	False	False	1	1	1	1	1	1	1	BOTH	RL	0.005	31.0	2.3010299956639813
FBgn0004606_sm/chr3R_30796870-30797305__chr3R_30805779-30805979	False	False	1	1	1	1	1	1	1	BOTH	LL	0.005	30.1	2.3010299956639813
FBgn0004606_vm/chr3R_30767234-30767502__chr3R_30781959-30782292	False	False	1	1	0	1	1	0	1	LL_RR	RR	0.018	28.3	1.744727494896694
FBgn0004606_vm/chr3R_30767234-30767502__chr3R_30796870-30797305	False	False	0	1	1	1	0	1	1	LR_RL	LR	0.22	24.7	0.6575773191777937
FBgn0004606_vm/chr3R_30767234-30767502__chr3R_30805779-30805979	False	False	1	1	1	1	1	1	1	BOTH	LR	0.064	27.4	1.193820026016113
FBgn0004606_vm/chr3R_30781959-30782292__chr3R_30796870-30797305	False	False	1	1	1	1	1	1	1	BOTH	LL	0.064	26.5	1.193820026016113
FBgn0004606_vm/chr3R_30781959-30782292__chr3R_30805779-30805979	False	False	1	1	1	1	1	1	1	BOTH	RL	0.064	27.4	1.193820026016113
FBgn0004606_vm/chr3R_30796870-30797305__chr3R_30805779-30805979	False	False	1	1	1	1	1	1	1	BOTH	LL	0.005	30.1	2.3010299956639813
FBgn0004620_sm/chr2L_5546801-5547067__chr2L_5559752-5560284	False	False	0	1	1	1	0	1	1	LR_RL	LR	0.22	25.6	0.6575773191777937
FBgn0004652_sm/chr3R_18399087-18399506__chr3R_18412271-18412574	False	False	1	1	1	1	1	1	1	BOTH	LR	0.064	26.5	1.193820026016113
FBgn0004652_sm/chr3R_18399087-18399506__chr3R_18584104-18584359	False	False	0	0	1	0	0	0	0	NONE				
FBgn0004652_sm/chr3R_18399087-18399506__chr3R_18585296-18585648	False	False	1	1	1	0	1	0	1	LL_RR	LL	0.024	26.5	1.6197887582883939
FBgn0004652_sm/chr3R_18412271-18412574__chr3R_18584104-18584359	False	False	1	1	0	1	1	0	1	LL_RR	RR	1.3e-05	38.3	4.886056647693163
FBgn0004652_sm/chr3R_18412271-18412574__chr3R_18585296-18585648	False	False	0	0	1	1	0	1	1	LR_RL	RL	1.3e-05	38.3	4.886056647693163
FBgn0004652_sm/chr3R_18584104-18584359__chr3R_18585296-18585648	True	True	1	0	1	0	0	0	0	NONE				
FBgn0004795_Spearman/chr2R_23259211-23259587__chr2R_23265755-23266160	False	False	1	1	1	1	1	1	1	BOTH	LL	0.005	31.0	2.3010299956639813
FBgn0004858_Spearman/chr2L_14431426-14431854__chr2L_14443791-14444179	False	False	1	0	0	1	0	0	0	NONE				
FBgn0004858_Spearman/chr2L_14431426-14431854__chr2L_14445719-14445919	False	False	0	0	0	0	0	0	0	NONE				
FBgn0004858_Spearman/chr2L_14431426-14431854__chr2L_14446061-14446392	False	False	0	0	1	0	0	0	0	NONE				
FBgn0004858_Spearman/chr2L_14431426-14431854__chr2L_14446412-14446612	False	False	1	1	1	0	1	0	1	LL_RR	LL	0.012	21.1	1.9208187539523751
FBgn0004858_Spearman/chr2L_14431426-14431854__chr2L_14447428-14447837	False	False	1	0	0	1	0	0	0	NONE				
FBgn0004858_Spearman/chr2L_14431426-14431854__chr2L_14481618-14482010	False	False	1	1	1	1	1	1	1	BOTH	LR	0.064	26.5	1.193820026016113
FBgn0004858_Spearman/chr2L_14431426-14431854__chr2L_14484848-14485326	False	False	1	1	1	1	1	1	1	BOTH	LL	0.064	26.5	1.193820026016113
FBgn0004858_Spearman/chr2L_14443791-14444179__chr2L_14445719-14445919	True	True	1	0	0	0	0	0	0	NONE				
FBgn0004858_Spearman/chr2L_14443791-14444179__chr2L_14446061-14446392	True	False	0	0	0	0	0	0	0	NONE				
FBgn0004858_Spearman/chr2L_14443791-14444179__chr2L_14446412-14446612	True	False	0	1	1	0	0	0	0	NONE				
FBgn0004858_Spearman/chr2L_14443791-14444179__chr2L_14447428-14447837	True	False	1	1	1	1	1	1	1	BOTH	RL	0.15	22.9	0.8239087409443188
FBgn0004858_Spearman/chr2L_14443791-14444179__chr2L_14481618-14482010	False	False	1	1	1	1	1	1	1	BOTH	LL	0.064	27.4	1.193820026016113
FBgn0004858_Spearman/chr2L_14443791-14444179__chr2L_14484848-14485326	False	False	1	0	0	1	0	0	0	NONE				
FBgn0004858_Spearman/chr2L_14445719-14445919__chr2L_14446061-14446392	True	True	0	0	0	0	0	0	0	NONE				
FBgn0004858_Spearman/chr2L_14445719-14445919__chr2L_14446412-14446612	True	False	0	0	1	0	0	0	0	NONE				
FBgn0004858_Spearman/chr2L_14445719-14445919__chr2L_14447428-14447837	True	False	1	0	1	0	0	0	0	NONE				
FBgn0004858_Spearman/chr2L_14445719-14445919__chr2L_14481618-14482010	False	False	1	0	1	0	0	0	0	NONE				
FBgn0004858_Spearman/chr2L_14445719-14445919__chr2L_14484848-14485326	False	False	1	1	0	0	1	0	1	LL_RR	RR	0.04	25.6	1.3979400086720375
FBgn0004858_Spearman/chr2L_14446061-14446392__chr2L_14446412-14446612	True	True	0	0	0	0	0	0	0	NONE				
FBgn0004858_Spearman/chr2L_14446061-14446392__chr2L_14447428-14447837	True	False	0	0	0	0	0	0	0	NONE				
FBgn0004858_Spearman/chr2L_14446061-14446392__chr2L_14481618-14482010	False	False	0	0	0	1	0	0	0	NONE				
FBgn0004858_Spearman/chr2L_14446061-14446392__chr2L_14484848-14485326	False	False	0	0	1	0	0	0	0	NONE				
FBgn0004858_Spearman/chr2L_14446412-14446612__chr2L_14447428-14447837	True	True	0	1	0	0	0	0	0	NONE				
FBgn0004858_Spearman/chr2L_14446412-14446612__chr2L_14481618-14482010	False	False	1	1	0	1	1	0	1	LL_RR	LL	0.012	24.7	1.9208187539523751
FBgn0004858_Spearman/chr2L_14446412-14446612__chr2L_14484848-14485326	False	False	0	1	0	1	0	0	0	NONE				
FBgn0004858_Spearman/chr2L_14447428-14447837__chr2L_14481618-14482010	False	False	1	1	1	1	1	1	1	BOTH	LR	0.072	24.7	1.1426675035687315
FBgn0004858_Spearman/chr2L_14447428-14447837__chr2L_14484848-14485326	False	False	1	1	1	1	1	1	1	BOTH	RR	0.005	31.0	2.3010299956639813
FBgn0004858_Spearman/chr2L_14481618-14482010__chr2L_14484848-14485326	True	True	1	1	1	0	1	0	1	LL_RR	RR	0.006	30.1	2.221848749616356
FBgn0004858_sm/chr2L_14434419-14434949__chr2L_14435741-14436213	True	True	1	1	0	0	1	0	1	LL_RR	LL	0.02	26.5	1.6989700043360187
FBgn0004858_sm/chr2L_14434419-14434949__chr2L_14444805-14445074	False	False	1	1	1	1	1	1	1	BOTH	RL	0.069	24.7	1.1611509092627446
FBgn0004858_sm/chr2L_14435741-14436213__chr2L_14444805-14445074	False	False	1	1	1	1	1	1	1	BOTH	LL	0.069	25.6	1.1611509092627446
FBgn0004858_vm_sm/chr2L_14410187-14410566__chr2L_14453181-14453682	False	False	1	0	1	1	0	1	1	LR_RL	LR	0.064	26.5	1.193820026016113
FBgn0004895_vm/chr3L_3997727-3997967__chr3L_4000780-4001108	True	True	0	1	1	0	0	0	0	NONE				
FBgn0005536_vm_sm/chr3L_16018683-16019261__chr3L_16045010-16045232	False	False	1	1	0	1	1	0	1	LL_RR	RR	0.14	25.6	0.8538719643217619
FBgn0005536_vm_sm/chr3L_16018683-16019261__chr3L_16046788-16047125	False	False	0	1	0	1	0	0	0	NONE				
FBgn0005536_vm_sm/chr3L_16045010-16045232__chr3L_16046788-16047125	True	True	1	1	0	0	1	0	1	LL_RR	LL	0.14	25.6	0.8538719643217619
FBgn0005630_Spearman/chr2R_10166703-10167099__chr2R_10169607-10169832	True	True	1	1	1	0	1	0	1	LL_RR	LL	0.005	31.0	2.3010299956639813
FBgn0005630_meso/chr2R_10160478-10160690__chr2R_10206031-10206422	False	False	1	1	1	1	1	1	1	BOTH	LL	0.000123	35.6	3.910094888560602
FBgn0005630_sm/chr2R_10158762-10159202__chr2R_10165838-10166245	False	False	1	0	1	0	0	0	0	NONE				
FBgn0005630_sm/chr2R_10158762-10159202__chr2R_10166703-10167099	False	False	1	1	1	0	1	0	1	LL_RR	RR	0.001	31.9	3.0
FBgn0005630_sm/chr2R_10158762-10159202__chr2R_10179693-10179934	False	False	0	1	1	1	0	1	1	LR_RL	RL	0.064	27.4	1.193820026016113
FBgn0005630_sm/chr2R_10165838-10166245__chr2R_10166703-10167099	True	True	0	1	1	0	0	0	0	NONE				
FBgn0005630_sm/chr2R_10165838-10166245__chr2R_10179693-10179934	False	False	1	0	0	0	0	0	0	NONE				
FBgn0005630_sm/chr2R_10166703-10167099__chr2R_10179693-10179934	False	False	0	1	0	0	0	0	0	NONE				
FBgn0005631_sm/chr2R_22298445-22298713__chr2R_22308973-22309246	False	False	0	0	1	0	0	0	0	NONE				
FBgn0005631_sm/chr2R_22298445-22298713__chr2R_22320703-22320999	False	False	0	0	1	1	0	1	1	LR_RL	LR	0.22	24.7	0.6575773191777937
FBgn0005631_sm/chr2R_22308973-22309246__chr2R_22320703-22320999	False	False	1	1	0	1	1	0	1	LL_RR	RR	0.22	24.7	0.6575773191777937
FBgn0005771_Spearman/chr2L_14481618-14482010__chr2L_14497639-14498275	False	False	1	1	1	1	1	1	1	BOTH	LR	0.018	28.3	1.744727494896694
FBgn0005771_Spearman/chr2L_14481618-14482010__chr2L_14517261-14517665	False	False	1	1	1	1	1	1	1	BOTH	LR	0.005	31.0	2.3010299956639813
FBgn0005771_Spearman/chr2L_14481618-14482010__chr2L_14540200-14540420	False	False	1	1	1	1	1	1	1	BOTH	RL	0.064	27.4	1.193820026016113
FBgn0005771_Spearman/chr2L_14497639-14498275__chr2L_14517261-14517665	False	False	1	1	1	1	1	1	1	BOTH	RL	0.000428	34.6	3.3685562309868278
FBgn0005771_Spearman/chr2L_14497639-14498275__chr2L_14540200-14540420	False	False	1	1	1	1	1	1	1	BOTH	RL	0.018	29.2	1.744727494896694
FBgn0005771_Spearman/chr2L_14517261-14517665__chr2L_14540200-14540420	False	False	1	1	1	1	1	1	1	BOTH	RR	0.018	29.2	1.744727494896694
FBgn0005771_meso/chr2L_14434419-14434949__chr2L_14435741-14436213	True	True	1	1	0	0	1	0	1	LL_RR	LL	0.02	26.5	1.6989700043360187
FBgn0005771_meso/chr2L_14434419-14434949__chr2L_14446061-14446392	False	False	1	0	1	1	0	1	1	LR_RL	RL	0.069	24.7	1.1611509092627446
FBgn0005771_meso/chr2L_14434419-14434949__chr2L_14517261-14517665	False	False	1	1	1	1	1	1	1	BOTH	LR	0.064	26.5	1.193820026016113
FBgn0005771_meso/chr2L_14435741-14436213__chr2L_14446061-14446392	False	False	1	1	0	1	1	0	1	LL_RR	LL	0.069	25.6	1.1611509092627446
FBgn0005771_meso/chr2L_14435741-14436213__chr2L_14517261-14517665	False	False	1	1	1	1	1	1	1	BOTH	RL	0.001	32.8	3.0
FBgn0005771_meso/chr2L_14446061-14446392__chr2L_14517261-14517665	False	False	0	0	1	1	0	1	1	LR_RL	LR	0.064	26.5	1.193820026016113
FBgn0005771_vm/chr2L_14476624-14476824__chr2L_14527451-14527987	False	False	0	1	1	1	0	1	1	LR_RL	RL	0.77	23.8	0.11350927482751812
FBgn0005771_vm/chr2L_14476624-14476824__chr2L_14537085-14537454	False	False	1	1	1	1	1	1	1	BOTH	RL	0.018	29.2	1.744727494896694
FBgn0005771_vm/chr2L_14527451-14527987__chr2L_14537085-14537454	False	False	1	1	1	1	1	1	1	BOTH	LL	0.001	31.9	3.0
FBgn0010235_Spearman/chr3L_12658389-12658612__chr3L_12678456-12678703	False	False	1	1	1	1	1	1	1	BOTH	RR	3.51e-05	37.4	4.454692883534176
FBgn0010316_meso/chr2R_9318986-9319419__chr2R_9338882-9339082	False	False	1	1	0	1	1	0	1	LL_RR	RR	0.018	28.3	1.744727494896694
FBgn0010341_Spearman/chrX_19653071-19653752__chrX_19656920-19657594	True	True	1	1	1	0	1	0	1	LL_RR	RR	0.98	22.9	0.00877392430750515
FBgn0010341_sm/chrX_19623427-19623800__chrX_19656920-19657594	False	False	1	0	0	1	0	0	0	NONE				
FBgn0010379_sm/chr3R_16072483-16072683__chr3R_16073986-16074304	True	True	1	1	0	0	1	0	1	LL_RR	LL	0.033	27.4	1.4814860601221125
FBgn0010379_sm/chr3R_16072483-16072683__chr3R_16091648-16091848	False	False	1	0	1	1	0	1	1	LR_RL	LR	0.22	24.7	0.6575773191777937
FBgn0010379_sm/chr3R_16072483-16072683__chr3R_16094907-16095107	False	False	1	1	1	1	1	1	1	BOTH	RL	0.009	29.2	2.0457574905606752
FBgn0010379_sm/chr3R_16073986-16074304__chr3R_16091648-16091848	False	False	1	1	0	0	1	0	1	LL_RR	RR	0.22	25.6	0.6575773191777937
FBgn0010379_sm/chr3R_16073986-16074304__chr3R_16094907-16095107	False	False	1	1	1	1	1	1	1	BOTH	LL	0.009	29.2	2.0457574905606752
FBgn0010379_sm/chr3R_16091648-16091848__chr3R_16094907-16095107	True	True	1	1	0	0	1	0	1	LL_RR	LL	0.078	26.5	1.1079053973095196
FBgn0010379_vm/chr3R_16073986-16074304__chr3R_16091648-16091848	False	False	1	1	1	0	1	0	1	LL_RR	RR	0.22	25.6	0.6575773191777937
FBgn0010379_vm/chr3R_16073986-16074304__chr3R_16094907-16095107	False	False	1	1	1	1	1	1	1	BOTH	LL	0.018	29.2	1.744727494896694
FBgn0010379_vm/chr3R_16091648-16091848__chr3R_16094907-16095107	True	True	1	1	0	0	1	0	1	LL_RR	LL	0.078	26.5	1.1079053973095196
FBgn0010424_sm/chr3L_17014763-17015190__chr3L_17019852-17020197	True	True	1	0	0	0	0	0	0	NONE				
FBgn0011286_sm/chr2R_8425969-8426169__chr2R_8484944-8485225	False	False	1	1	1	1	1	1	1	BOTH	LR	0.14	25.6	0.8538719643217619
FBgn0011286_sm/chr2R_8425969-8426169__chr2R_8486788-8487203	False	False	1	1	1	1	1	1	1	BOTH	LL	0.14	25.6	0.8538719643217619
FBgn0011286_sm/chr2R_8484944-8485225__chr2R_8486788-8487203	True	True	0	1	1	0	0	0	0	NONE				
FBgn0011638_Spearman/chr2L_20298155-20298629__chr2L_20304372-20304698	False	False	1	1	1	1	1	1	1	BOTH	LR	0.018	28.3	1.744727494896694
FBgn0011638_sm/chr2L_20298155-20298629__chr2L_20339742-20340332	False	False	1	1	1	1	1	1	1	BOTH	LL	0.22	25.6	0.6575773191777937
FBgn0011656_Spearman/chr2R_9559487-9559979__chr2R_9598105-9598410	False	False	0	0	1	1	0	1	1	LR_RL	RL	0.064	27.4	1.193820026016113
