set,cohort,pair_dir,nameA,nameB,percent_identity,alignment_score,aligner,gapopen,gapextend,cosine,pearson_r,spearman_r,kmer_combined,pair_key,pair_key_norm
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0033581_vm/chr2R_10674070-10674314__chr2R_10732567-10732946,chr2R_10674070-10674314,chr2R_10732567-10732946,39.6,243.0,needle,10,0.5,0.059747562,-0.005832355,-0.002390659,0.017174849,chr2R_10674070-10674314__chr2R_10732567-10732946,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0033581_vm/chr2R_10674070-10674314__chr2R_10731714-10732027,chr2R_10674070-10674314,chr2R_10731714-10732027,39.6,223.0,needle,10,0.5,0.082411479,0.022074387,0.025621945,0.043369271,chr2R_10674070-10674314__chr2R_10731714-10732027,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0037816_Spearman/chr3R_10382028-10382228__chr3R_10383102-10383302,chr3R_10382028-10382228,chr3R_10383102-10383302,39.6,160.0,needle,10,0.5,0.062219764,0.021872373,0.016024606,0.033372248,chr3R_10382028-10382228__chr3R_10383102-10383302,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0036460_Spearman/chr3L_14938074-14938558__chr3L_14948136-14948479,chr3L_14938074-14938558,chr3L_14948136-14948479,39.6,340.5,needle,10,0.5,0.1328422328310143,0.057952464,0.0649756,0.085256765,chr3L_14938074-14938558__chr3L_14948136-14948479,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000635_sm/chrX_4140118-4140318__chrX_4145024-4145343,chrX_4140118-4140318,chrX_4145024-4145343,39.6,205.5,needle,10,0.5,0.061952988,0.022599197,0.040706089,0.041752758,chrX_4140118-4140318__chrX_4145024-4145343,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0016930_vm/chr2L_14211117-14211371__chr2L_14238009-14238297,chr2L_14211117-14211371,chr2L_14238009-14238297,39.5,232.5,needle,10,0.5,0.090644354,0.034905399,0.028986762,0.051512172,chr2L_14211117-14211371__chr2L_14238009-14238297,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/SoxN/chr2L_8811130-8811511__chr2L_8841314-8841573,chr2L_8811130-8811511,chr2L_8841314-8841573,39.5,223.0,needle,10,0.5,0.045769616,-0.022444079,-0.024111375,-0.000261946,chr2L_8811130-8811511__chr2L_8841314-8841573,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/SoxN/chr2L_8840416-8841144__chr2L_8846495-8847235,chr2L_8840416-8841144,chr2L_8846495-8847235,39.5,564.5,needle,10,0.5,0.1802138434827587,0.047694429,0.044671943,0.090860072,chr2L_8840416-8841144__chr2L_8846495-8847235,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0035656_Spearman/chr3L_5969720-5970091__chr3L_5973866-5974081,chr3L_5969720-5970091,chr3L_5973866-5974081,39.5,204.0,needle,10,0.5,0.03938005,-0.023686947,-0.024326872,-0.002877923,chr3L_5969720-5970091__chr3L_5973866-5974081,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0026409_sm/chr3L_14523287-14523596__chr3L_14571782-14572050,chr3L_14523287-14523596,chr3L_14571782-14572050,39.5,279.0,needle,10,0.5,0.1728489250548348,0.1227305845274962,0.098942389,0.1315072994785056,chr3L_14523287-14523596__chr3L_14571782-14572050,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0036460_Spearman/chr3L_14928799-14929134__chr3L_14936376-14936760,chr3L_14928799-14929134,chr3L_14936376-14936760,39.5,293.5,needle,10,0.5,0.1414163680936034,0.078301895,0.055821701,0.091846655,chr3L_14928799-14929134__chr3L_14936376-14936760,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0011656_sm/chr2R_9559487-9559979__chr2R_9562047-9562495,chr2R_9559487-9559979,chr2R_9562047-9562495,39.5,391.5,needle,10,0.5,0.1074544447675565,0.009061597,0.005645966,0.040720669,chr2R_9559487-9559979__chr2R_9562047-9562495,
enhancer_hit,enhancer_hit,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003984_vm/chr3L_5811621-5811828__chr3L_5821284-5821579,chr3L_5811621-5811828,chr3L_5821284-5821579,39.4,146.0,needle,10,0.5,0.047245559,-0.004993842,-0.012042303,0.010069804,chr3L_5811621-5811828__chr3L_5821284-5821579,
enhancer_hit,enhancer_hit,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004456_sm/chrX_13128708-13129040__chrX_13214681-13214911,chrX_13128708-13129040,chrX_13214681-13214911,39.4,248.0,needle,10,0.5,0.087632433,0.040466321,0.0330925,0.053730418,chrX_13128708-13129040__chrX_13214681-13214911,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0042650_vm/chrX_16040766-16041067__chrX_16080250-16080450,chrX_16040766-16041067,chrX_16080250-16080450,39.4,178.0,needle,10,0.5,0.043883872,-0.003870413,0.003145442,0.0143863,chrX_16040766-16041067__chrX_16080250-16080450,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004110_vm/chr3R_21388520-21388798__chr3R_21426735-21426998,chr3R_21388520-21388798,chr3R_21426735-21426998,39.4,181.5,needle,10,0.5,0.070356595,0.013526466,0.011772688,0.03188525,chr3R_21388520-21388798__chr3R_21426735-21426998,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/SoxN/chr2L_8789123-8789689__chr2L_8840416-8841144,chr2L_8789123-8789689,chr2L_8840416-8841144,39.4,498.0,needle,10,0.5,0.1564443668181842,0.036017063,0.036137571,0.076199667,chr2L_8789123-8789689__chr2L_8840416-8841144,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0038925_vm_sm/chr3R_21965040-21965240__chr3R_22053290-22053582,chr3R_21965040-21965240,chr3R_22053290-22053582,39.4,186.0,needle,10,0.5,0.084399046,0.033784965,0.040479151,0.052887721,chr3R_21965040-21965240__chr3R_22053290-22053582,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0005630_sm/chr2R_10165838-10166245__chr2R_10166703-10167099,chr2R_10165838-10166245,chr2R_10166703-10167099,39.4,352.5,needle,10,0.5,0.1176476644065914,0.038744745,0.030731301,0.06237457,chr2R_10165838-10166245__chr2R_10166703-10167099,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0036460_Spearman/chr3L_14938074-14938558__chr3L_14939995-14940646,chr3L_14938074-14938558,chr3L_14939995-14940646,39.4,415.0,needle,10,0.5,0.1496767023490353,0.046029002,0.054557185,0.083420963,chr3L_14938074-14938558__chr3L_14939995-14940646,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004167_vm/chr3L_3332328-3333012__chr3L_3384074-3384511,chr3L_3332328-3333012,chr3L_3384074-3384511,39.4,403.0,needle,10,0.5,0.1122402585315866,0.007258436,0.012016703,0.043838466,chr3L_3332328-3333012__chr3L_3384074-3384511,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0029939_Spearman/chrX_7046483-7046845__chrX_7048274-7048583,chrX_7046483-7046845,chrX_7048274-7048583,39.4,282.0,needle,10,0.5,0.098578008,0.032049944,0.048013191,0.059547048,chrX_7046483-7046845__chrX_7048274-7048583,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0032487_Spearman/chr2L_13211918-13212118__chr2L_13225382-13225582,chr2L_13211918-13212118,chr2L_13225382-13225582,39.4,130.5,needle,10,0.5,0.034160976,-0.0116726,-0.020592466,0.00063197,chr2L_13211918-13212118__chr2L_13225382-13225582,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000635_sm/chrX_4140118-4140318__chrX_4157262-4157462,chrX_4140118-4140318,chrX_4157262-4157462,39.4,188.5,needle,10,0.5,0.1133603238866396,0.078734747,0.081925944,0.091340338,chrX_4140118-4140318__chrX_4157262-4157462,
enhancer_hit,enhancer_hit,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0016715_vm/chr3L_575160-575533__chr3L_622169-622652,chr3L_575160-575533,chr3L_622169-622652,39.3,347.5,needle,10,0.5,0.15610327,0.088373839,0.071272297,0.1052498021617446,chr3L_575160-575533__chr3L_622169-622652,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0041096_vm_sm/chr3L_11973666-11973958__chr3L_12047380-12047625,chr3L_11973666-11973958,chr3L_12047380-12047625,39.3,210.5,needle,10,0.5,0.083797038,0.035293617,0.050781475,0.056624043,chr3L_11973666-11973958__chr3L_12047380-12047625,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/SoxN/chr2L_8789123-8789689__chr2L_8845956-8846437,chr2L_8789123-8789689,chr2L_8845956-8846437,39.3,431.0,needle,10,0.5,0.1694804883147809,0.070814207,0.056026493,0.09877373,chr2L_8789123-8789689__chr2L_8845956-8846437,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0001250_sm/chrX_16703281-16703660__chrX_16732709-16733041,chrX_16703281-16703660,chrX_16732709-16733041,39.3,292.5,needle,10,0.5,0.068005826,-0.002164488,0.00116969,0.02233701,chrX_16703281-16703660__chrX_16732709-16733041,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0005771_meso/chr2L_14434419-14434949__chr2L_14435741-14436213,chr2L_14434419-14434949,chr2L_14435741-14436213,39.3,397.0,needle,10,0.5,0.1294038037596408,0.043230888,0.031235451,0.067956714,chr2L_14434419-14434949__chr2L_14435741-14436213,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0016715_sm/chr3L_597378-597923__chr3L_616535-616984,chr3L_597378-597923,chr3L_616535-616984,39.3,329.5,needle,10,0.5,0.1057540690022309,0.0100054,0.019096603,0.044952024,chr3L_597378-597923__chr3L_616535-616984,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0036460_Spearman/chr3L_14925390-14925769__chr3L_14941342-14941625,chr3L_14925390-14925769,chr3L_14941342-14941625,39.3,227.5,needle,10,0.5,0.059338135,-0.013355703,-0.010787705,0.011731576,chr3L_14925390-14925769__chr3L_14941342-14941625,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0036460_Spearman/chr3L_14925390-14925769__chr3L_14948136-14948479,chr3L_14925390-14925769,chr3L_14948136-14948479,39.3,313.5,needle,10,0.5,0.1121964568366958,0.039943487,0.03191104,0.061350328,chr3L_14925390-14925769__chr3L_14948136-14948479,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0036460_Spearman/chr3L_14918179-14918521__chr3L_14948136-14948479,chr3L_14918179-14918521,chr3L_14948136-14948479,39.3,302.5,needle,10,0.5,0.2214416947531763,0.1745492947497414,0.1270198625008902,0.1743369506679359,chr3L_14918179-14918521__chr3L_14948136-14948479,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0020257_Spearman/chr2R_22310630-22311004__chr2R_22312131-22312433,chr2R_22310630-22311004,chr2R_22312131-22312433,39.3,253.0,needle,10,0.5,0.1082733468422953,0.052360124,0.041429066,0.067354179,chr2R_22310630-22311004__chr2R_22312131-22312433,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19332565-19332811__chr3R_19340770-19340970,chr3R_19332565-19332811,chr3R_19340770-19340970,39.3,179.5,needle,10,0.5,0.059334905,0.014624134,0.020098791,0.03135261,chr3R_19332565-19332811__chr3R_19340770-19340970,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004606_meso/chr3R_30754912-30755289__chr3R_30770192-30770543,chr3R_30754912-30755289,chr3R_30770192-30770543,39.3,295.0,needle,10,0.5,0.092715458,0.025092885,0.032569325,0.050125889,chr3R_30754912-30755289__chr3R_30770192-30770543,
enhancer_hit,enhancer_hit,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0038536_vm_sm/chr3R_17681245-17681597__chr3R_17682975-17683237,chr3R_17681245-17681597,chr3R_17682975-17683237,39.2,206.5,needle,10,0.5,0.091468512,0.029101788,0.022921849,0.047830716,chr3R_17681245-17681597__chr3R_17682975-17683237,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004858_Spearman/chr2L_14443791-14444179__chr2L_14447428-14447837,chr2L_14443791-14444179,chr2L_14447428-14447837,39.2,309.5,needle,10,0.5,0.1424683855649251,0.074281026,0.045228845,0.087326085,chr2L_14443791-14444179__chr2L_14447428-14447837,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0027088_sm/chr3L_15058846-15059046__chr3L_15062508-15062841,chr3L_15058846-15059046,chr3L_15062508-15062841,39.2,236.0,needle,10,0.5,0.1565223166958901,0.1135002392395699,0.063718577,0.111247044,chr3L_15058846-15059046__chr3L_15062508-15062841,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000044_sm/chr2R_20558766-20559051__chr2R_20566669-20566882,chr2R_20558766-20559051,chr2R_20566669-20566882,39.2,201.5,needle,10,0.5,0.083819813,0.035964644,0.034928444,0.051570967,chr2R_20558766-20559051__chr2R_20566669-20566882,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0036460_Spearman/chr3L_14938074-14938558__chr3L_14944241-14944774,chr3L_14938074-14938558,chr3L_14944241-14944774,39.2,386.0,needle,10,0.5,0.1730961020518662,0.085865635,0.051823007,0.1035949146569479,chr3L_14938074-14938558__chr3L_14944241-14944774,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0036460_Spearman/chr3L_14918179-14918521__chr3L_14938074-14938558,chr3L_14918179-14918521,chr3L_14938074-14938558,39.2,310.0,needle,10,0.5,0.1431221860432137,0.082572832,0.068266714,0.097987244,chr3L_14918179-14918521__chr3L_14938074-14938558,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/tup/chr2L_18874725-18874929__chr2L_18893905-18894024,chr2L_18874725-18874929,chr2L_18893905-18894024,39.2,120.5,needle,10,0.5,0.025010749,-0.009984346,-0.008849488,0.002058972,chr2L_18874725-18874929__chr2L_18893905-18894024,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0005536_vm_sm/chr3L_16045010-16045232__chr3L_16046788-16047125,chr3L_16045010-16045232,chr3L_16046788-16047125,39.2,234.0,needle,10,0.5,0.08004092,0.02275428,0.026593027,0.043129409,chr3L_16045010-16045232__chr3L_16046788-16047125,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0037637_sm/chr3R_8812222-8812640__chr3R_8849790-8850241,chr3R_8812222-8812640,chr3R_8849790-8850241,39.2,341.0,needle,10,0.5,0.1936030810858106,0.1199384998452023,0.058476929,0.1240061700399939,chr3R_8812222-8812640__chr3R_8849790-8850241,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0035656_Spearman/chr3L_5963004-5963247__chr3L_5977448-5977703,chr3L_5963004-5963247,chr3L_5977448-5977703,39.1,219.0,needle,10,0.5,0.1200433606333459,0.073902773,0.082989755,0.092311963,chr3L_5963004-5963247__chr3L_5977448-5977703,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0035656_Spearman/chr3L_5973866-5974081__chr3L_5975471-5975750,chr3L_5973866-5974081,chr3L_5975471-5975750,39.1,201.5,needle,10,0.5,0.085268756,0.032600943,0.036768478,0.051546059,chr3L_5973866-5974081__chr3L_5975471-5975750,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0033581_vm/chr2R_10674070-10674314__chr2R_10734849-10735149,chr2R_10674070-10674314,chr2R_10734849-10735149,39.1,211.0,needle,10,0.5,0.076358055,0.017675558,0.021693722,0.038575778,chr2R_10674070-10674314__chr2R_10734849-10735149,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0036557_Spearman/chr3L_15984572-15984835__chr3L_15984916-15985116,chr3L_15984572-15984835,chr3L_15984916-15985116,39.1,193.0,needle,10,0.5,0.073185245,0.024480075,0.019571891,0.039079071,chr3L_15984572-15984835__chr3L_15984916-15985116,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004606_Spearman/chr3R_30732121-30732337__chr3R_30794867-30795176,chr3R_30732121-30732337,chr3R_30794867-30795176,39.1,205.0,needle,10,0.5,0.09231646,0.040992166,0.007890437,0.047066354,chr3R_30732121-30732337__chr3R_30794867-30795176,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/bab2/chr3L_1082826-1083401__chr3L_1091260-1091650,chr3L_1082826-1083401,chr3L_1091260-1091650,39.1,457.5,needle,10,0.5,0.1637376234099126,0.089161299,0.061911659,0.10493686,chr3L_1082826-1083401__chr3L_1091260-1091650,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0033454_Spearman/chr2R_9492171-9492437__chr2R_9492733-9492933,chr2R_9492171-9492437,chr2R_9492733-9492933,39.1,176.0,needle,10,0.5,0.057998986,0.010458957,0.006249842,0.024902595,chr2R_9492171-9492437__chr2R_9492733-9492933,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19332565-19332811,chr3R_19317230-19317464,chr3R_19332565-19332811,39.1,193.0,needle,10,0.5,0.057472952,0.006166027,0.013258579,0.025632519,chr3R_19317230-19317464__chr3R_19332565-19332811,
enhancer_hit,enhancer_hit,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19332565-19332811__chr3R_19350401-19350687,chr3R_19332565-19332811,chr3R_19350401-19350687,39.0,211.5,needle,10,0.5,0.044603015,-0.012853384,-0.008653264,0.007698789,chr3R_19332565-19332811__chr3R_19350401-19350687,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0041096_vm_sm/chr3L_11973666-11973958__chr3L_12044554-12045005,chr3L_11973666-11973958,chr3L_12044554-12045005,39.0,321.5,needle,10,0.5,0.125219845,0.052612481,0.054390652,0.077407659,chr3L_11973666-11973958__chr3L_12044554-12045005,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0016794_vm/chr3L_2533105-2533332__chr3L_2568872-2569202,chr3L_2533105-2533332,chr3L_2568872-2569202,39.0,225.5,needle,10,0.5,0.092551165,0.040446163,0.052682505,0.061893278,chr3L_2533105-2533332__chr3L_2568872-2569202,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0016041_sm/chrX_7654331-7654569__chrX_7655607-7655855,chrX_7654331-7654569,chrX_7655607-7655855,39.0,233.5,needle,10,0.5,0.1218534046999765,0.078765948,0.049601068,0.083406807,chrX_7654331-7654569__chrX_7655607-7655855,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004028_sm/chrX_18056747-18057063__chrX_18077576-18077881,chrX_18056747-18057063,chrX_18077576-18077881,39.0,252.0,needle,10,0.5,0.070295139,0.003834081,0.006627597,0.026918939,chrX_18056747-18057063__chrX_18077576-18077881,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/oc/chrX_8643101-8643868__chrX_8653859-8654855,chrX_8643101-8643868,chrX_8653859-8654855,39.0,689.5,needle,10,0.5,0.1779248617876726,0.03235927,0.04514699,0.085143707,chrX_8643101-8643868__chrX_8653859-8654855,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0040071_Spearman/chr3R_16234208-16234580__chr3R_16236366-16236648,chr3R_16234208-16234580,chr3R_16236366-16236648,39.0,223.0,needle,10,0.5,0.070375291,0.010803798,-0.001660304,0.026506262,chr3R_16234208-16234580__chr3R_16236366-16236648,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0040071_Spearman/chr3R_16208035-16208235__chr3R_16256084-16256284,chr3R_16208035-16208235,chr3R_16256084-16256284,39.0,166.5,needle,10,0.5,0.071526765,0.028523591,0.0352978,0.045116052,chr3R_16208035-16208235__chr3R_16256084-16256284,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0038925_vm_sm/chr3R_21965040-21965240__chr3R_22042244-22042444,chr3R_21965040-21965240,chr3R_22042244-22042444,39.0,149.5,needle,10,0.5,0.06648176,0.026425603,0.039988844,0.044298736,chr3R_21965040-21965240__chr3R_22042244-22042444,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0038925_vm_sm/chr3R_22042244-22042444__chr3R_22053290-22053582,chr3R_22042244-22042444,chr3R_22053290-22053582,39.0,228.5,needle,10,0.5,0.1340008126209785,0.089060836,0.065815837,0.096292495,chr3R_22042244-22042444__chr3R_22053290-22053582,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0014877_Spearman/chr2R_13188356-13188670__chr2R_13199132-13199535,chr2R_13188356-13188670,chr2R_13199132-13199535,39.0,212.5,needle,10,0.5,0.062611774,-0.002368234,0.003754637,0.021332725,chr2R_13188356-13188670__chr2R_13199132-13199535,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0037358_vm/chr3R_5670022-5670340__chr3R_5670936-5671400,chr3R_5670022-5670340,chr3R_5670936-5671400,39.0,283.0,needle,10,0.5,0.1216900849226458,0.055746369,0.039037771,0.072158075,chr3R_5670022-5670340__chr3R_5670936-5671400,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000406_vm_sm/chr2L_16757637-16757844__chr2L_16763500-16763743,chr2L_16757637-16757844,chr2L_16763500-16763743,39.0,161.5,needle,10,0.5,0.030024397,-0.021400085,-0.020019105,-0.003798264,chr2L_16757637-16757844__chr2L_16763500-16763743,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0020762_meso/chr2L_4368795-4369066__chr2L_4370195-4370400,chr2L_4368795-4369066,chr2L_4370195-4370400,39.0,202.0,needle,10,0.5,0.07758935,0.028664044,0.035846699,0.047366698,chr2L_4368795-4369066__chr2L_4370195-4370400,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003169_Spearman/chr3R_14591568-14591768__chr3R_14597044-14597244,chr3R_14591568-14591768,chr3R_14597044-14597244,39.0,162.5,needle,10,0.5,0.068996931,0.030172309,0.031711603,0.043626948,chr3R_14591568-14591768__chr3R_14597044-14597244,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0001235_meso/chr3R_10618771-10619181__chr3R_10626588-10627045,chr3R_10618771-10619181,chr3R_10626588-10627045,39.0,323.5,needle,10,0.5,0.094058359,0.007106143,0.012655833,0.037940112,chr3R_10618771-10619181__chr3R_10626588-10627045,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19340770-19340970,chr3R_19287679-19287954,chr3R_19340770-19340970,39.0,212.5,needle,10,0.5,0.081969483,0.037926768,0.051571168,0.057155806,chr3R_19287679-19287954__chr3R_19340770-19340970,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0016797_vm/chr3L_19159338-19159712__chr3L_19164181-19164596,chr3L_19159338-19159712,chr3L_19164181-19164596,39.0,259.0,needle,10,0.5,0.066709833,-0.008599632,-0.001210675,0.018966509,chr3L_19159338-19159712__chr3L_19164181-19164596,
