shadowset	pair_dir	enhancer_a	enhancer_b	feat_space	size_a	size_b	hits_a	hits_b	intersection	union	jaccard	cosine	overlap_coeff	weighted_jaccard	bray_curtis_sim	hellinger_sim	pos_jsd_sim	group	fimo_a	fimo_b	all_tfbs_jaccard_count	mesoderm_jaccard_count
FBgn0005771_meso	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0005771_meso/chr2L_14435741-14436213__chr2L_14446061-14446392	chr2L:14435741-14436213	chr2L:14446061-14446392	name	108	58	172	94	46	120	0.383333	0.600598	0.793103	0.0	0.443609	0.383609	1.0	neither	yes	yes	0.2822966507177033	0.3125
FBgn0005771_meso	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0005771_meso/chr2L_14434419-14434949__chr2L_14517261-14517665	chr2L:14434419-14434949	chr2L:14517261-14517665	name	70	77	157	124	43	104	0.413462	0.429733	0.614286	0.0	0.419929	0.354595	1.0	neither	yes	yes	0.252212389380531	0.2727272727272727
FBgn0005771_meso	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0005771_meso/chr2L_14434419-14434949__chr2L_14435741-14436213	chr2L:14434419-14434949	chr2L:14435741-14436213	name	70	108	157	172	51	127	0.401575	0.565115	0.728571	0.0	0.455927	0.380789	1.0	neither	yes	yes	0.28793774319066145	0.3333333333333333
FBgn0005771_meso	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0005771_meso/chr2L_14435741-14436213__chr2L_14517261-14517665	chr2L:14435741-14436213	chr2L:14517261-14517665	name	108	77	172	124	57	128	0.445312	0.449878	0.74026	0.0	0.459459	0.362038	1.0	neither	yes	yes	0.29004329004329005	0.29411764705882354
FBgn0005771_meso	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0005771_meso/chr2L_14446061-14446392__chr2L_14517261-14517665	chr2L:14446061-14446392	chr2L:14517261-14517665	name	58	77	94	124	30	105	0.285714	0.48592	0.517241	0.0	0.376147	0.301755	1.0	neither	yes	yes	0.22905027932960895	0.23529411764705882
FBgn0020235_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0020235_Spearman/chr3R_29771806-29772210__chr3R_29774631-29774899	chr3R:29771806-29772210	chr3R:29774631-29774899	name	53	33	138	72	25	61	0.409836	0.875834	0.757576	0.0	0.580952	0.47987	1.0	enhancer_hit	yes	yes	0.40397350993377484	0.29411764705882354
FBgn0053207_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0053207_Spearman/chr3R_15643161-15643399__chr3R_15647486-15647986	chr3R:15643161-15643399	chr3R:15647486-15647986	name	30	107	38	320	16	121	0.132231	0.114435	0.533333	0.0	0.094972	0.107034	1.0	neither	yes	yes	0.043478260869565216	0.0
FBgn0053207_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0053207_Spearman/chr3R_15647486-15647986__chr3R_15649388-15650148	chr3R:15647486-15647986	chr3R:15649388-15650148	name	107	125	320	354	96	136	0.705882	0.762502	0.897196	0.0	0.655786	0.573597	1.0	neither	yes	yes	0.4889867841409692	0.13636363636363635
FBgn0053207_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0053207_Spearman/chr3R_15643161-15643399__chr3R_15668979-15669269	chr3R:15643161-15643399	chr3R:15668979-15669269	name	30	49	38	73	17	62	0.274194	0.322711	0.566667	0.0	0.306306	0.232883	1.0	neither	yes	yes	0.18947368421052632	0.375
FBgn0053207_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0053207_Spearman/chr3R_15649388-15650148__chr3R_15668979-15669269	chr3R:15649388-15650148	chr3R:15668979-15669269	name	125	49	354	73	41	133	0.308271	0.500928	0.836735	0.0	0.257611	0.324809	1.0	neither	yes	yes	0.144	0.1388888888888889
FBgn0053207_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0053207_Spearman/chr3R_15639984-15640424__chr3R_15643161-15643399	chr3R:15639984-15640424	chr3R:15643161-15643399	name	84	30	132	38	16	98	0.163265	0.297649	0.533333	0.0	0.2	0.177955	1.0	neither	yes	yes	0.11688311688311688	0.2
FBgn0053207_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0053207_Spearman/chr3R_15643161-15643399__chr3R_15670860-15671233	chr3R:15643161-15643399	chr3R:15670860-15671233	name	30	40	38	57	12	58	0.206897	0.248244	0.4	0.0	0.252632	0.172957	1.0	enhancer_hit	yes	yes	0.15476190476190477	0.1
FBgn0053207_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0053207_Spearman/chr3R_15643161-15643399__chr3R_15671596-15671796	chr3R:15643161-15643399	chr3R:15671596-15671796	name	30	87	38	186	16	101	0.158416	0.182089	0.533333	0.0	0.142857	0.136032	1.0	neither	yes	yes	0.0660377358490566	0.18181818181818182
FBgn0053207_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0053207_Spearman/chr3R_15649388-15650148__chr3R_15671596-15671796	chr3R:15649388-15650148	chr3R:15671596-15671796	name	125	87	354	186	79	133	0.593985	0.59418	0.908046	0.0	0.566667	0.497345	1.0	neither	yes	yes	0.38974358974358975	0.13157894736842105
FBgn0053207_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0053207_Spearman/chr3R_15649388-15650148__chr3R_15670860-15671233	chr3R:15649388-15650148	chr3R:15670860-15671233	name	125	40	354	57	35	130	0.269231	0.390814	0.875	0.0	0.223844	0.273346	1.0	neither	yes	yes	0.1284153005464481	0.1388888888888889
FBgn0053207_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0053207_Spearman/chr3R_15639984-15640424__chr3R_15649388-15650148	chr3R:15639984-15640424	chr3R:15649388-15650148	name	84	125	132	354	73	136	0.536765	0.569425	0.869048	0.0	0.452675	0.440603	1.0	neither	yes	yes	0.28421052631578947	0.3333333333333333
FBgn0053207_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0053207_Spearman/chr3R_15639984-15640424__chr3R_15670860-15671233	chr3R:15639984-15640424	chr3R:15670860-15671233	name	84	40	132	57	24	100	0.24	0.352796	0.6	0.0	0.296296	0.226654	1.0	neither	yes	yes	0.17901234567901234	0.16666666666666666
FBgn0053207_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0053207_Spearman/chr3R_15639984-15640424__chr3R_15671596-15671796	chr3R:15639984-15640424	chr3R:15671596-15671796	name	84	87	132	186	55	116	0.474138	0.529295	0.654762	0.0	0.459119	0.398873	1.0	neither	yes	yes	0.285140562248996	0.35294117647058826
FBgn0053207_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0053207_Spearman/chr3R_15668979-15669269__chr3R_15671596-15671796	chr3R:15668979-15669269	chr3R:15671596-15671796	name	49	87	73	186	27	109	0.247706	0.310526	0.55102	0.0	0.247104	0.208709	1.0	neither	yes	yes	0.125	0.23076923076923078
FBgn0053207_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0053207_Spearman/chr3R_15647486-15647986__chr3R_15668979-15669269	chr3R:15647486-15647986	chr3R:15668979-15669269	name	107	49	320	73	31	125	0.248	0.396882	0.632653	0.0	0.198473	0.248096	1.0	neither	yes	yes	0.11267605633802817	0.15
FBgn0053207_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0053207_Spearman/chr3R_15643161-15643399__chr3R_15649388-15650148	chr3R:15643161-15643399	chr3R:15649388-15650148	name	30	125	38	354	27	128	0.210938	0.263722	0.9	0.0	0.158163	0.226874	1.0	neither	yes	yes	0.08539944903581267	0.08571428571428572
FBgn0053207_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0053207_Spearman/chr3R_15668979-15669269__chr3R_15670860-15671233	chr3R:15668979-15669269	chr3R:15670860-15671233	name	49	40	73	57	17	72	0.236111	0.39128	0.425	0.0	0.307692	0.236239	1.0	neither	yes	yes	0.2	0.2727272727272727
FBgn0053207_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0053207_Spearman/chr3R_15639984-15640424__chr3R_15647486-15647986	chr3R:15639984-15640424	chr3R:15647486-15647986	name	84	107	132	320	63	128	0.492188	0.482716	0.75	0.0	0.384956	0.402831	1.0	neither	yes	yes	0.23705722070844687	0.2
FBgn0053207_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0053207_Spearman/chr3R_15639984-15640424__chr3R_15668979-15669269	chr3R:15639984-15640424	chr3R:15668979-15669269	name	84	49	132	73	22	111	0.198198	0.30951	0.44898	0.0	0.253659	0.18461	1.0	neither	yes	yes	0.143646408839779	0.23529411764705882
FBgn0053207_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0053207_Spearman/chr3R_15647486-15647986__chr3R_15670860-15671233	chr3R:15647486-15647986	chr3R:15670860-15671233	name	107	40	320	57	30	117	0.25641	0.201493	0.75	0.0	0.180371	0.182065	1.0	neither	yes	yes	0.09855072463768116	0.21052631578947367
FBgn0053207_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0053207_Spearman/chr3R_15670860-15671233__chr3R_15671596-15671796	chr3R:15670860-15671233	chr3R:15671596-15671796	name	40	87	57	186	13	114	0.114035	0.156385	0.325	0.0	0.131687	0.100557	1.0	neither	yes	yes	0.06060606060606061	0.06666666666666667
FBgn0053207_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0053207_Spearman/chr3R_15647486-15647986__chr3R_15671596-15671796	chr3R:15647486-15647986	chr3R:15671596-15671796	name	107	87	320	186	75	119	0.630252	0.779643	0.862069	0.0	0.652174	0.592912	1.0	neither	yes	yes	0.4682080924855491	0.3888888888888889
FBgn0037207_meso	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0037207_meso/chr3L_22888570-22889072__chr3L_22893393-22893593	chr3L:22888570-22889072	chr3L:22893393-22893593	name	83	39	125	52	24	98	0.244898	0.294052	0.615385	0.0	0.282486	0.215461	1.0	neither	yes	yes	0.16233766233766234	0.07142857142857142
FBgn0039039_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0039039_Spearman/chr3R_23037946-23038146__chr3R_23038606-23038806	chr3R:23037946-23038146	chr3R:23038606-23038806	name	41	41	64	75	16	66	0.242424	0.813839	0.390244	0.0	0.460432	0.322928	1.0	neither	yes	yes	0.2702702702702703	0.1111111111111111
FBgn0033504_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0033504_vm/chr2R_9936639-9936952__chr2R_9940074-9940569	chr2R:9936639-9936952	chr2R:9940074-9940569	name	60	95	90	132	36	119	0.302521	0.518558	0.6	0.0	0.396396	0.284175	1.0	neither	yes	yes	0.21739130434782608	0.125
FBgn0033504_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0033504_vm/chr2R_9936639-9936952__chr2R_9938636-9938836	chr2R:9936639-9936952	chr2R:9938636-9938836	name	60	34	90	56	20	74	0.27027	0.667336	0.588235	0.0	0.452055	0.322868	1.0	neither	yes	yes	0.28695652173913044	0.5714285714285714
FBgn0033504_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0033504_vm/chr2R_9900668-9901086__chr2R_9938636-9938836	chr2R:9900668-9901086	chr2R:9938636-9938836	name	87	34	132	56	20	101	0.19802	0.257894	0.588235	0.0	0.234043	0.185038	1.0	neither	yes	yes	0.1242603550295858	0.0
FBgn0033504_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0033504_vm/chr2R_9911877-9912145__chr2R_9938636-9938836	chr2R:9911877-9912145	chr2R:9938636-9938836	name	27	34	42	56	4	57	0.070175	0.03253	0.148148	0.0	0.081633	0.042127	1.0	neither	yes	yes	0.05263157894736842	0.0
FBgn0033504_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0033504_vm/chr2R_9911877-9912145__chr2R_9940074-9940569	chr2R:9911877-9912145	chr2R:9940074-9940569	name	27	95	42	132	18	104	0.173077	0.376356	0.666667	0.0	0.275862	0.21185	1.0	neither	yes	yes	0.12101910828025478	0.1875
FBgn0033504_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0033504_vm/chr2R_9900668-9901086__chr2R_9940074-9940569	chr2R:9900668-9901086	chr2R:9940074-9940569	name	87	95	132	132	62	120	0.516667	0.577888	0.712644	0.0	0.537879	0.414066	1.0	neither	yes	yes	0.35714285714285715	0.375
FBgn0033504_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0033504_vm/chr2R_9900668-9901086__chr2R_9936639-9936952	chr2R:9900668-9901086	chr2R:9936639-9936952	name	87	60	132	90	32	115	0.278261	0.35685	0.533333	0.0	0.324324	0.247364	1.0	neither	yes	yes	0.19786096256684493	0.07692307692307693
FBgn0033504_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0033504_vm/chr2R_9911877-9912145__chr2R_9936639-9936952	chr2R:9911877-9912145	chr2R:9936639-9936952	name	27	60	42	90	10	77	0.12987	0.122474	0.37037	0.0	0.151515	0.108797	1.0	neither	yes	yes	0.08943089430894309	0.0
FBgn0033504_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0033504_vm/chr2R_9900668-9901086__chr2R_9911877-9912145	chr2R:9900668-9901086	chr2R:9911877-9912145	name	87	27	132	42	11	103	0.106796	0.243935	0.407407	0.0	0.172414	0.131918	1.0	neither	yes	yes	0.1	0.5
FBgn0033504_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0033504_vm/chr2R_9938636-9938836__chr2R_9940074-9940569	chr2R:9938636-9938836	chr2R:9940074-9940569	name	34	95	56	132	23	106	0.216981	0.472225	0.676471	0.0	0.329787	0.240544	1.0	neither	yes	yes	0.1656441717791411	0.11764705882352941
FBgn0001319_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0001319_Spearman/chr2R_14405171-14405442__chr2R_14428730-14429102	chr2R:14405171-14405442	chr2R:14428730-14429102	name	35	99	53	211	27	107	0.252336	0.501095	0.771429	0.0	0.287879	0.268536	1.0	neither	yes	yes	0.16666666666666666	0.2857142857142857
FBgn0024321_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0024321_sm/chr3R_14346999-14347237__chr3R_14370227-14370493	chr3R:14346999-14347237	chr3R:14370227-14370493	name	39	93	86	250	23	109	0.211009	0.825244	0.589744	0.0	0.345238	0.288628	1.0	enhancer_hit	yes	yes	0.20714285714285716	0.25
FBgn0024321_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0024321_sm/chr3R_14372918-14373876__chr3R_14384206-14384447	chr3R:14372918-14373876	chr3R:14384206-14384447	name	128	85	387	125	79	134	0.589552	0.436748	0.929412	0.0	0.367188	0.454206	1.0	neither	yes	yes	0.22380952380952382	0.09375
FBgn0024321_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0024321_sm/chr3R_14384206-14384447__chr3R_14386667-14387031	chr3R:14384206-14384447	chr3R:14386667-14387031	name	85	46	125	83	20	111	0.18018	0.196397	0.434783	0.0	0.192308	0.14645	1.0	neither	yes	yes	0.09947643979057591	0.125
FBgn0024321_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0024321_sm/chr3R_14346999-14347237__chr3R_14386667-14387031	chr3R:14346999-14347237	chr3R:14386667-14387031	name	39	46	86	83	19	66	0.287879	0.15483	0.487179	0.0	0.295858	0.198219	1.0	neither	yes	yes	0.1554054054054054	0.3076923076923077
FBgn0024321_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0024321_sm/chr3R_14382371-14382571__chr3R_14384206-14384447	chr3R:14382371-14382571	chr3R:14384206-14384447	name	30	85	86	125	14	101	0.138614	0.184079	0.466667	0.0	0.151659	0.141226	1.0	neither	yes	yes	0.07035175879396985	0.0
FBgn0024321_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0024321_sm/chr3R_14346999-14347237__chr3R_14382371-14382571	chr3R:14346999-14347237	chr3R:14382371-14382571	name	39	30	86	86	11	58	0.189655	0.946703	0.366667	0.0	0.534884	0.40312	1.0	enhancer_hit	yes	yes	0.3488372093023256	0.2727272727272727
FBgn0024321_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0024321_sm/chr3R_14370227-14370493__chr3R_14386667-14387031	chr3R:14370227-14370493	chr3R:14386667-14387031	name	93	46	250	83	22	117	0.188034	0.095333	0.478261	0.0	0.144144	0.121412	1.0	neither	yes	yes	0.07371794871794872	0.09523809523809523
FBgn0024321_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0024321_sm/chr3R_14370227-14370493__chr3R_14382371-14382571	chr3R:14370227-14370493	chr3R:14382371-14382571	name	93	30	250	86	20	103	0.194175	0.83971	0.666667	0.0	0.410714	0.299986	1.0	enhancer_hit	yes	yes	0.25650557620817843	0.25
FBgn0024321_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0024321_sm/chr3R_14370227-14370493__chr3R_14372918-14373876	chr3R:14370227-14370493	chr3R:14372918-14373876	name	93	128	250	387	86	135	0.637037	0.845473	0.924731	0.0	0.568289	0.534384	1.0	neither	yes	yes	0.39215686274509803	0.2903225806451613
FBgn0024321_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0024321_sm/chr3R_14370227-14370493__chr3R_14384206-14384447	chr3R:14370227-14370493	chr3R:14384206-14384447	name	93	85	250	125	69	109	0.633028	0.560925	0.811765	0.0	0.549333	0.541767	1.0	neither	yes	yes	0.3709090909090909	0.3125
FBgn0024321_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0024321_sm/chr3R_14346999-14347237__chr3R_14372918-14373876	chr3R:14346999-14347237	chr3R:14372918-14373876	name	39	128	86	387	34	133	0.255639	0.86653	0.871795	0.0	0.321353	0.411207	1.0	enhancer_hit	yes	yes	0.1934673366834171	0.21428571428571427
FBgn0024321_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0024321_sm/chr3R_14346999-14347237__chr3R_14384206-14384447	chr3R:14346999-14347237	chr3R:14384206-14384447	name	39	85	86	125	18	106	0.169811	0.20324	0.461538	0.0	0.189573	0.154886	1.0	neither	yes	yes	0.109375	0.15384615384615385
FBgn0024321_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0024321_sm/chr3R_14382371-14382571__chr3R_14386667-14387031	chr3R:14382371-14382571	chr3R:14386667-14387031	name	30	46	86	83	10	66	0.151515	0.037864	0.333333	0.0	0.118343	0.084705	1.0	neither	yes	yes	0.042682926829268296	0.0625
FBgn0024321_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0024321_sm/chr3R_14372918-14373876__chr3R_14386667-14387031	chr3R:14372918-14373876	chr3R:14386667-14387031	name	128	46	387	83	44	130	0.338462	0.319226	0.956522	0.0	0.285106	0.313621	1.0	neither	yes	yes	0.1654320987654321	0.1935483870967742
FBgn0024321_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0024321_sm/chr3R_14372918-14373876__chr3R_14382371-14382571	chr3R:14372918-14373876	chr3R:14382371-14382571	name	128	30	387	86	29	129	0.224806	0.814191	0.966667	0.0	0.35518	0.342678	1.0	neither	yes	yes	0.21173469387755103	0.25925925925925924
FBgn0004895_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004895_vm/chr3L_3997727-3997967__chr3L_4000780-4001108	chr3L:3997727-3997967	chr3L:4000780-4001108	name	41	104	58	333	26	119	0.218487	0.309334	0.634146	0.0	0.179028	0.202211	1.0	neither	yes	yes	0.0856353591160221	0.04
FBgn0015773_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0015773_vm/chrX_14567039-14567412__chrX_14593777-14594065	chrX:14567039-14567412	chrX:14593777-14594065	name	98	85	187	233	73	110	0.663636	0.636666	0.858824	0.0	0.57619	0.524776	1.0	neither	yes	yes	0.3790849673202614	0.3
FBgn0015773_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0015773_vm/chrX_14567039-14567412__chrX_14655967-14656167	chrX:14567039-14567412	chrX:14655967-14656167	name	98	45	187	68	27	116	0.232759	0.281326	0.6	0.0	0.235294	0.22512	1.0	neither	yes	yes	0.12719298245614036	0.14285714285714285
FBgn0015773_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0015773_vm/chrX_14593777-14594065__chrX_14655967-14656167	chrX:14593777-14594065	chrX:14655967-14656167	name	85	45	233	68	21	109	0.192661	0.274474	0.466667	0.0	0.159468	0.186328	1.0	neither	yes	yes	0.08214285714285714	0.14285714285714285
oc	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/oc/chrX_8643101-8643868__chrX_8653859-8654855	chrX:8643101-8643868	chrX:8653859-8654855	name	94	127	257	307	82	139	0.589928	0.588296	0.87234	0.0	0.51773	0.455592	1.0	neither	yes	yes	0.35083532219570407	0.41379310344827586
FBgn0032683_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0032683_sm/chr2L_18476378-18477012__chr2L_18498013-18498258	chr2L:18476378-18477012	chr2L:18498013-18498258	name	117	90	309	214	84	123	0.682927	0.822563	0.933333	0.0	0.726577	0.618569	1.0	neither	yes	yes	0.5671641791044776	0.5238095238095238
FBgn0004169_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004169_vm_sm/chrX_13540438-13540671__chrX_13544237-13544746	chrX:13540438-13540671	chrX:13544237-13544746	name	63	105	86	186	51	117	0.435897	0.466177	0.809524	0.0	0.441176	0.348688	1.0	neither	yes	yes	0.26851851851851855	0.21052631578947367
FBgn0004169_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004169_vm_sm/chrX_13541354-13541663__chrX_13566080-13566336	chrX:13541354-13541663	chrX:13566080-13566336	name	46	53	81	95	26	73	0.356164	0.591612	0.565217	0.0	0.443182	0.337393	1.0	neither	yes	yes	0.2805755395683453	1.0
FBgn0004169_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004169_vm_sm/chrX_13540438-13540671__chrX_13566080-13566336	chrX:13540438-13540671	chrX:13566080-13566336	name	63	53	86	95	16	100	0.16	0.206939	0.301887	0.0	0.209945	0.14367	1.0	neither	yes	yes	0.10909090909090909	0.08333333333333333
FBgn0004169_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004169_vm_sm/chrX_13544237-13544746__chrX_13566080-13566336	chrX:13544237-13544746	chrX:13566080-13566336	name	105	53	186	95	43	115	0.373913	0.448477	0.811321	0.0	0.398577	0.322511	1.0	neither	yes	yes	0.2412280701754386	0.2857142857142857
FBgn0004169_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004169_vm_sm/chrX_13540438-13540671__chrX_13541354-13541663	chrX:13540438-13540671	chrX:13541354-13541663	name	63	46	86	81	21	88	0.238636	0.406592	0.456522	0.0	0.323353	0.240331	1.0	neither	yes	yes	0.19014084507042253	0.08333333333333333
FBgn0004169_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004169_vm_sm/chrX_13541354-13541663__chrX_13544237-13544746	chrX:13541354-13541663	chrX:13544237-13544746	name	46	105	81	186	37	114	0.324561	0.431658	0.804348	0.0	0.367041	0.292854	1.0	neither	yes	yes	0.21171171171171171	0.2857142857142857
FBgn0016122_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0016122_vm/chr2L_8542173-8542517__chr2L_8581723-8582037	chr2L:8542173-8542517	chr2L:8581723-8582037	name	81	88	180	130	55	114	0.482456	0.503515	0.679012	0.0	0.458065	0.389041	1.0	neither	yes	yes	0.2892561983471074	0.19047619047619047
